planet_name,number_of_stars,orbital_period,orbit_semi_major_axis,planet_radius,Inclination,eccentricity,insolation_flux,Radial_Velocity_Amplitude,planet_temperature,star_temperature,star_radius,star_mass,Predicted Temperature
Kepler-210 b,1,2.4532359,0.0292,2.23,88.81,0.0,69.2,,736.0,3914.0,0.53,0.55,756.6752
Kepler-210 b,1,2.4532339,0.03,2.56,85.37,0.0,,,839.0,4367.0,0.57,0.61,855.3751
Kepler-210 b,1,2.45322394,0.0292,2.24,,,,,734.0,3914.0,0.53,0.55,756.67456
Kepler-210 b,1,2.45323614,0.0293,2.26,87.23,0.0,69.36,,737.0,3912.0,0.53,0.56,760.6326
Kepler-210 c,1,7.97251009,0.0642,3.22,87.26,0.0,14.45,,497.0,3912.0,0.53,0.56,512.7356
Kepler-210 c,1,7.97251347,0.064,3.23,87.66,0.0,14.4,,497.0,3914.0,0.53,0.55,511.94763
Kepler-210 c,1,7.97251347,0.064,3.23,87.66,0.0,14.4,,497.0,3914.0,0.53,0.55,511.94763
Kepler-210 c,1,7.9725436,0.066,3.3,88.24,0.0,,,566.0,4367.0,0.57,0.61,578.12915
Kepler-210 c,1,7.97251347,0.064,3.23,87.66,0.0,14.4,,497.0,3914.0,0.53,0.55,511.94763
Kepler-210 c,1,7.9725132,0.06406,3.39,,,,,495.0,3914.0,0.53,0.55,511.74307
Kepler-211 b,1,4.13853677,0.0493,2.49,89.95,0.0,677.66,,1301.0,5244.0,1.56,0.93,1302.7827
Kepler-211 b,1,4.13853677,0.0493,2.49,89.95,0.0,677.66,,1301.0,5244.0,1.56,0.93,1302.7827
Kepler-211 b,1,4.138553,0.049,3.52,80.21,0.0,,,1364.0,5174.0,1.75,0.91,1362.7435
Kepler-211 b,1,4.13853677,0.0493,2.49,89.95,0.0,677.66,,1301.0,5244.0,1.56,0.93,1302.7827
Kepler-211 b,1,4.13853677,0.04813,1.22,,,163.9,,,5194.0,0.76,0.87,943.2755
Kepler-211 b,1,4.13852825,0.0494,1.3,89.23,0.0,196.51,,954.0,5297.0,0.82,0.94,996.484
Kepler-211 c,1,6.0404622,0.0636,1.3,88.58,0.0,118.56,,841.0,5297.0,0.82,0.94,868.70886
Kepler-211 c,1,6.04045294,0.0634,2.53,89.38,0.0,409.76,,1147.0,5244.0,1.56,0.93,1149.0138
Kepler-211 c,1,6.04045294,0.0634,2.53,89.38,0.0,409.76,,1147.0,5244.0,1.56,0.93,1149.0138
Kepler-211 c,1,6.04045294,0.06192,1.238,,,99.4,,,5194.0,0.76,0.87,824.89197
Kepler-211 c,1,6.04047,0.063,3.82,82.51,0.0,,,1203.0,5174.0,1.75,0.91,1204.3994
Kepler-211 c,1,6.04045294,0.0634,2.53,89.38,0.0,409.76,,1147.0,5244.0,1.56,0.93,1149.0138
Kepler-212 b,1,16.2583586,0.1313,870.0,89.38,0.0,82.68,,769.0,5914.0,1.14,1.14,791.0958
Kepler-212 b,1,16.2583586,0.13258,1.11,,,128.1,,,5880.0,1.45,1.17,872.4242
Kepler-212 b,1,16.2580276,0.1317,920.0,89.61,0.0,112.41,,830.0,5867.0,1.36,1.15,843.541
Kepler-212 b,1,16.2583586,0.1313,870.0,89.38,0.0,82.68,,769.0,5914.0,1.14,1.14,791.0958
Kepler-212 b,1,16.2583586,0.1313,870.0,89.38,0.0,82.68,,769.0,5914.0,1.14,1.14,791.0958
Kepler-212 b,1,16.25831,0.132,940.0,84.22,0.0,,,774.0,5913.0,1.16,1.17,798.4938
Kepler-212 c,1,31.80474045,0.20735,2.612,,,52.2,,,5880.0,1.45,1.17,690.8053
Kepler-212 c,1,31.80474045,0.2053,2.06,89.95,0.0,33.82,,615.0,5914.0,1.14,1.14,625.84863
Kepler-212 c,1,31.80474045,0.2053,2.06,89.95,0.0,33.82,,615.0,5914.0,1.14,1.14,625.84863
Kepler-212 c,1,31.80526,0.207,2.61,85.94,0.0,,,618.0,5913.0,1.16,1.17,628.9826
Kepler-212 c,1,31.80474045,0.2053,2.06,89.95,0.0,33.82,,615.0,5914.0,1.14,1.14,625.84863
Kepler-212 c,1,31.80475991,0.2061,2.99,86.65,0.0,45.9,,664.0,5867.0,1.36,1.15,669.8291
Kepler-213 b,1,2.462345,0.035,1.14,89.38,0.0,,,1276.0,5806.0,0.87,0.98,1315.1403
Kepler-213 b,1,2.46234217,0.0356,1.21,89.95,0.0,654.26,,1290.0,5822.0,0.9,0.99,1331.0513
Kepler-213 b,1,2.46234217,0.0356,1.21,89.95,0.0,654.26,,1290.0,5822.0,0.9,0.99,1331.0513
Kepler-213 b,1,2.46234425,0.0367,1.33,89.72,0.0,730.86,,1326.0,5736.0,1.01,1.09,1411.1655
Kepler-213 b,1,2.46234217,0.0356,1.21,89.95,0.0,654.26,,1290.0,5822.0,0.9,0.99,1331.0513
Kepler-213 b,1,2.46234217,0.03559,1.469,,,861.6,,,5658.0,1.09,0.99,1441.5796
Kepler-213 c,1,4.82297735,0.0558,1.68,89.95,0.0,266.31,,1030.0,5822.0,0.9,0.99,1052.1106
Kepler-213 c,1,4.82297735,0.0558,1.68,89.95,0.0,266.31,,1030.0,5822.0,0.9,0.99,1052.1106
Kepler-213 c,1,4.82296932,0.0575,2.22,87.56,0.0,297.73,,1060.0,5736.0,1.01,1.09,1113.3453
Kepler-213 c,1,4.822934,0.055,2.1,86.52,0.0,,,1018.0,5806.0,0.87,0.98,1037.4789
Kepler-213 c,1,4.82297735,0.0558,1.68,89.95,0.0,266.31,,1030.0,5822.0,0.9,0.99,1052.1106
Kepler-213 c,1,4.82297735,0.05573,2.037,,,351.8,,,5658.0,1.09,0.99,1135.0316
Kepler-214 b,1,15.66057659,0.1242,1.92,89.95,0.0,89.76,,785.0,6332.0,0.98,1.04,791.5731
Kepler-214 b,1,15.66057659,0.12793,3.1,,,183.9,,,6052.0,1.58,1.14,948.5105
Kepler-214 b,1,15.66057659,0.1242,1.92,89.95,0.0,89.76,,785.0,6332.0,0.98,1.04,791.5731
Kepler-214 b,1,15.66057659,0.1242,1.92,89.95,0.0,89.76,,785.0,6332.0,0.98,1.04,791.5731
Kepler-214 b,1,15.66039,0.128,2.16,88.24,0.0,,,812.0,6352.0,1.07,1.15,821.2468
Kepler-214 b,1,15.66057688,0.1273,2.05,89.17,0.0,78.01,,758.0,6000.0,1.04,1.12,779.2809
Kepler-214 c,1,28.7795813,0.1864,1.83,85.94,0.0,39.85,,641.0,6332.0,0.98,1.04,650.97766
Kepler-214 c,1,28.7795813,0.1864,1.83,85.94,0.0,39.85,,641.0,6332.0,0.98,1.04,650.97766
Kepler-214 c,1,28.7796446,0.191,1.95,86.15,0.0,34.65,,619.0,6000.0,1.04,1.12,631.63416
Kepler-214 c,1,28.7795813,0.19188,2.947,,,81.8,,,6052.0,1.58,1.14,763.96436
Kepler-214 c,1,28.7795813,0.1864,1.83,85.94,0.0,39.85,,641.0,6332.0,0.98,1.04,650.97766
Kepler-214 c,1,28.77957,0.193,2.04,88.24,0.0,,,661.0,6352.0,1.07,1.15,670.4736
Kepler-215 b,1,9.36063971,0.0812,1.76,86.52,0.0,149.82,,892.0,5741.0,1.01,0.81,902.0578
Kepler-215 b,1,9.36063971,0.08033,1.57,,,113.5,,,5648.0,0.9,0.79,849.2534
Kepler-215 b,1,9.36063971,0.0812,1.76,86.52,0.0,149.82,,892.0,5741.0,1.01,0.81,902.0578
Kepler-215 b,1,9.36063971,0.0812,1.76,86.52,0.0,149.82,,892.0,5741.0,1.01,0.81,902.0578
Kepler-215 b,1,9.3605,0.086,1.71,89.38,0.0,,,920.0,5922.0,1.07,0.98,943.1421
Kepler-215 b,1,9.36059705,0.0844,1.42,86.69,0.0,89.47,,784.0,5677.0,0.83,0.92,803.7755
Kepler-215 c,1,14.6671927,0.1095,1.53,88.81,0.0,82.39,,768.0,5741.0,1.01,0.81,775.70825
Kepler-215 c,1,14.6673,0.116,1.57,89.38,0.0,,,792.0,5922.0,1.07,0.98,811.3661
Kepler-215 c,1,14.6672293,0.1139,1.21,88.61,0.0,49.12,,675.0,5677.0,0.83,0.92,693.20654
Kepler-215 c,1,14.6671927,0.1095,1.53,88.81,0.0,82.39,,768.0,5741.0,1.01,0.81,775.70825
Kepler-215 c,1,14.6671927,0.1095,1.53,88.81,0.0,82.39,,768.0,5741.0,1.01,0.81,775.70825
Kepler-215 c,1,14.6671927,0.10838,1.361,,,62.4,,,5648.0,0.9,0.79,730.0542
Kepler-215 d,1,30.86437869,0.1798,2.45,89.38,0.0,30.56,,600.0,5741.0,1.01,0.81,599.38995
Kepler-215 d,1,30.86437869,0.1798,2.45,89.38,0.0,30.56,,600.0,5741.0,1.01,0.81,599.38995
Kepler-215 d,1,30.86431,0.191,2.82,88.81,0.0,,,617.0,5922.0,1.07,0.98,625.48834
Kepler-215 d,1,30.86437869,0.17796,2.177,,,23.1,,,5648.0,0.9,0.79,566.7451
Kepler-215 d,1,30.86436512,0.187,2.23,88.93,0.0,18.22,,527.0,5677.0,0.83,0.92,535.38055
Kepler-215 d,1,30.86437869,0.1798,2.45,89.38,0.0,30.56,,600.0,5741.0,1.01,0.81,599.38995
Kepler-215 e,1,68.1609897,0.3171,1.45,89.68,0.0,6.34,,405.0,5677.0,0.83,0.92,410.0043
Kepler-215 e,1,68.1613598,0.3049,1.75,89.95,0.0,10.63,,460.0,5741.0,1.01,0.81,460.59042
Kepler-215 e,1,68.1613598,0.30181,1.554,,,8.1,,,5648.0,0.9,0.79,435.7327
Kepler-215 e,1,68.1613598,0.3049,1.75,89.95,0.0,10.63,,460.0,5741.0,1.01,0.81,460.59042
Kepler-215 e,1,68.1613598,0.3049,1.75,89.95,0.0,10.63,,460.0,5741.0,1.01,0.81,460.59042
Kepler-215 e,1,68.1603,0.324,1.8,89.38,0.0,,,474.0,5922.0,1.07,0.98,474.0457
Kepler-216 b,1,7.69363627,0.0767,2.12,88.11,0.0,308.61,,1069.0,6086.0,1.22,1.01,1087.2904
Kepler-216 b,1,7.69364042,0.0785,1.91,85.37,0.0,239.66,,1003.0,6277.0,1.03,1.08,1023.7729
Kepler-216 b,1,7.69364042,0.0794,2.867,,,476.0,,,6119.0,1.54,1.13,1206.7528
Kepler-216 b,1,7.69364042,0.0785,1.91,85.37,0.0,239.66,,1003.0,6277.0,1.03,1.08,1023.7729
Kepler-216 b,1,7.69364042,0.0785,1.91,85.37,0.0,239.66,,1003.0,6277.0,1.03,1.08,1023.7729
Kepler-216 b,1,7.693491,0.079,1.96,84.8,0.0,,,1008.0,6278.0,1.05,1.13,1028.3846
Kepler-216 c,1,17.40665938,0.1354,2.5,89.95,0.0,80.56,,764.0,6277.0,1.03,1.08,776.14014
Kepler-216 c,1,17.40665938,0.1354,2.5,89.95,0.0,80.56,,764.0,6277.0,1.03,1.08,776.14014
Kepler-216 c,1,17.40665216,0.1321,2.95,89.94,0.0,104.04,,814.0,6086.0,1.22,1.01,822.7538
Kepler-216 c,1,17.40665938,0.1354,2.5,89.95,0.0,80.56,,764.0,6277.0,1.03,1.08,776.14014
Kepler-216 c,1,17.40665938,0.13682,3.745,,,160.3,,,6119.0,1.54,1.13,911.4652
Kepler-216 c,1,17.40652,0.137,2.73,87.09,0.0,,,766.0,6278.0,1.05,1.13,780.08997
Kepler-217 b,1,5.37493289,0.0626,2.12,88.73,0.0,942.35,,1413.0,6167.0,1.69,1.14,1435.5714
Kepler-217 b,1,5.37493491,0.06628,2.201,,,1159.1,,,6554.0,1.75,1.34,1548.4644
Kepler-217 b,1,5.37493491,0.0676,1.81,89.95,0.0,849.39,,1377.0,6765.0,1.44,1.43,1474.6433
Kepler-217 b,1,5.37493491,0.0676,1.81,89.95,0.0,849.39,,1377.0,6765.0,1.44,1.43,1474.6432
Kepler-217 b,1,5.37493491,0.0676,1.81,89.95,0.0,849.39,,1377.0,6765.0,1.44,1.43,1474.6432
Kepler-217 b,1,5.374851,0.067,2.3,80.79,0.0,,,1320.0,6653.0,1.36,1.38,1404.2922
Kepler-217 c,1,8.58598202,0.0924,1.48,89.95,0.0,454.63,,1178.0,6765.0,1.44,1.43,1222.9424
Kepler-217 c,1,8.58600968,0.0856,1.84,86.96,0.0,503.98,,1208.0,6167.0,1.69,1.14,1226.8469
Kepler-217 c,1,8.58604,0.091,1.83,83.08,0.0,,,1133.0,6653.0,1.36,1.38,1173.5215
Kepler-217 c,1,8.58598202,0.0924,1.48,89.95,0.0,454.63,,1178.0,6765.0,1.44,1.43,1222.9424
Kepler-217 c,1,8.58598202,0.09057,1.804,,,620.0,,,6554.0,1.75,1.34,1307.618
Kepler-217 c,1,8.58598202,0.0924,1.48,89.95,0.0,454.63,,1178.0,6765.0,1.44,1.43,1222.9424
Kepler-217 d,1,3.88689525,0.0545,1.14,86.52,0.0,1306.8,,1533.0,6765.0,1.44,1.43,1660.6263
Kepler-217 d,1,3.88689525,0.0534,1.388,,,1787.4,,,6554.0,1.75,1.34,1742.1672
Kepler-217 d,1,3.88689525,0.0545,1.14,86.52,0.0,1306.8,,1533.0,6765.0,1.44,1.43,1660.6263
Kepler-217 d,1,3.88688862,0.0505,1.29,89.75,0.0,1448.04,,1574.0,6167.0,1.69,1.14,1607.2241
Kepler-217 d,1,3.886831,0.054,1.25,79.07,0.0,,,1471.0,6653.0,1.36,1.38,1582.3561
Kepler-217 d,1,3.88689525,0.0545,1.14,86.52,0.0,1306.8,,1533.0,6765.0,1.44,1.43,1660.6263
Kepler-218 b,1,3.6193122,0.04717,1.696,,,424.0,,,5594.0,1.04,1.07,1237.1617
Kepler-218 b,1,3.61930973,0.046,1.47,89.27,0.0,422.53,,1156.0,5497.0,1.05,0.99,1209.7552
Kepler-218 b,1,3.6193122,0.0459,1.72,81.93,0.0,429.26,,1161.0,5497.0,1.05,0.98,1206.4302
Kepler-218 b,1,3.6193122,0.0459,1.72,81.93,0.0,429.26,,1161.0,5497.0,1.05,0.98,1206.4302
Kepler-218 b,1,3.6193122,0.0459,1.72,81.93,0.0,429.26,,1161.0,5497.0,1.05,0.98,1206.4302
Kepler-218 b,1,3.619345,0.046,1.5,87.66,0.0,,,1164.0,5502.0,1.06,1.02,1232.481
Kepler-218 c,1,44.699504,0.2451,2.97,89.95,0.0,15.05,,502.0,5497.0,1.05,0.98,506.236
Kepler-218 c,1,44.699504,0.25199,2.928,,,14.9,,,5594.0,1.04,1.07,510.5832
Kepler-218 c,1,44.6991,0.248,3.19,89.38,0.0,,,501.0,5502.0,1.06,1.02,507.51364
Kepler-218 c,1,44.699504,0.2451,2.97,89.95,0.0,15.05,,502.0,5497.0,1.05,0.98,506.236
Kepler-218 c,1,44.6996563,0.2457,3.05,89.46,0.0,14.81,,500.0,5497.0,1.05,0.99,506.1572
Kepler-218 c,1,44.699504,0.2451,2.97,89.95,0.0,15.05,,502.0,5497.0,1.05,0.98,506.236
Kepler-218 d,1,124.5245224,0.4865,2.69,90.0,0.0,3.78,,356.0,5497.0,1.05,0.99,369.72476
Kepler-218 d,1,124.5244647,0.4853,2.78,89.95,0.0,3.84,,357.0,5497.0,1.05,0.98,369.8735
Kepler-218 d,1,124.5231,0.491,2.83,89.95,0.0,,,356.0,5502.0,1.06,1.02,371.24734
Kepler-218 d,1,124.5244647,0.4853,2.78,89.95,0.0,3.84,,357.0,5497.0,1.05,0.98,369.8735
Kepler-218 d,1,124.5244647,0.4853,2.78,89.95,0.0,3.84,,357.0,5497.0,1.05,0.98,369.8735
Kepler-218 d,1,124.5244647,0.49884,2.741,,,3.8,,,5594.0,1.04,1.07,372.2046
Kepler-219 b,1,4.58546694,0.0571,3.29,82.38,0.0,688.54,,1307.0,5788.0,1.5,1.18,1365.8132
Kepler-219 b,1,4.58546682,0.0567,2.64,88.81,0.0,550.5,,1235.0,5778.0,1.33,1.15,1294.6895
Kepler-219 b,1,4.585504,0.057,2.58,88.24,0.0,,,1225.0,5788.0,1.31,1.17,1299.49
Kepler-219 b,1,4.58546682,0.0567,2.64,88.81,0.0,550.5,,1235.0,5778.0,1.33,1.15,1294.6895
Kepler-219 b,1,4.58546682,0.0567,2.64,88.81,0.0,550.5,,1235.0,5778.0,1.33,1.15,1294.6895
Kepler-219 b,1,4.58546682,0.05686,2.306,,,445.7,,,5873.0,1.16,1.16,1249.166
Kepler-219 c,1,22.71444582,0.1647,3.21,88.81,0.0,65.24,,725.0,5778.0,1.33,1.15,737.61694
Kepler-219 c,1,22.71444582,0.1647,3.21,88.81,0.0,65.24,,725.0,5778.0,1.33,1.15,737.61694
Kepler-219 c,1,22.71444582,0.1647,3.21,88.81,0.0,65.24,,725.0,5778.0,1.33,1.15,737.61694
Kepler-219 c,1,22.71444582,0.16519,2.799,,,52.7,,,5873.0,1.16,1.16,706.6935
Kepler-219 c,1,22.71456,0.166,3.07,89.38,0.0,,,718.0,5788.0,1.31,1.17,733.0438
Kepler-219 c,1,22.71443351,0.1659,4.01,87.36,0.0,81.57,,766.0,5788.0,1.5,1.18,781.21326
Kepler-219 d,1,47.9035211,0.27168,2.232,,,19.5,,,5873.0,1.16,1.16,538.60516
Kepler-219 d,1,47.9035211,0.2709,2.56,89.95,0.0,24.12,,565.0,5778.0,1.33,1.15,562.55365
Kepler-219 d,1,47.9035211,0.2709,2.56,89.95,0.0,24.12,,565.0,5778.0,1.33,1.15,562.55365
Kepler-219 d,1,47.903427,0.2728,3.55,88.02,0.0,30.17,,598.0,5788.0,1.5,1.18,596.8495
Kepler-219 d,1,47.90421,0.272,2.67,89.38,0.0,,,561.0,5788.0,1.31,1.17,559.64075
Kepler-219 d,1,47.9035211,0.2709,2.56,89.95,0.0,24.12,,565.0,5778.0,1.33,1.15,562.55365
Kepler-22 b,1,289.8622,0.805,2.1,89.95,0.0,,,250.0,5510.0,0.85,0.83,266.46902
Kepler-22 b,1,289.864456,0.8489,2.17,89.95,0.0,1.21,,267.0,5642.0,0.98,0.97,283.84146
Kepler-22 b,1,289.8623,0.849,2.38,89.764,0.0,,,262.0,5518.0,0.98,0.97,281.8801
Kepler-22 b,1,289.863876,0.812,2.1,89.764,0.72,1.01,1.6,279.0,5596.0,0.87,0.86,270.5914
Kepler-22 b,1,289.864456,0.8489,2.17,89.95,0.0,1.21,,267.0,5642.0,0.98,0.97,283.84146
Kepler-22 b,1,289.864067,0.7961,2.34,89.7,0.0,1.03,,257.0,5516.0,0.89,0.8,277.63306
Kepler-22 b,1,289.864456,0.8489,2.17,89.95,0.0,1.21,,267.0,5642.0,0.98,0.97,283.84146
Kepler-220 b,1,4.15981712,0.0456,830.0,89.95,0.0,99.31,,805.0,4709.0,0.69,0.73,822.29895
Kepler-220 b,1,4.15981712,0.0456,830.0,89.95,0.0,99.31,,805.0,4709.0,0.69,0.73,822.29895
Kepler-220 b,1,4.159821,0.045,810.0,89.95,0.0,,,789.0,4689.0,0.66,0.72,808.49713
Kepler-220 b,1,4.15981712,0.0456,830.0,89.95,0.0,99.31,,805.0,4709.0,0.69,0.73,822.29895
Kepler-220 b,1,4.15981655,0.0437,860.0,87.37,0.0,78.4,,759.0,4499.0,0.64,0.64,765.2969
Kepler-220 b,1,4.15981712,0.04558,834.0,,,95.9,,,4665.0,0.69,0.73,816.0237
Kepler-220 c,1,9.03419547,0.0765,1.63,89.38,0.0,35.28,,622.0,4709.0,0.69,0.73,641.34503
Kepler-220 c,1,9.03419547,0.0765,1.63,89.38,0.0,35.28,,622.0,4709.0,0.69,0.73,641.34503
Kepler-220 c,1,9.03419078,0.0733,1.8,88.12,0.0,27.87,,586.0,4499.0,0.64,0.64,597.4373
Kepler-220 c,1,9.03419547,0.0765,1.63,89.38,0.0,35.28,,622.0,4709.0,0.69,0.73,641.34503
Kepler-220 c,1,9.034208,0.076,1.64,88.81,0.0,,,607.0,4689.0,0.66,0.72,627.8022
Kepler-220 c,1,9.03419547,0.07644,1.628,,,34.1,,,4665.0,0.69,0.73,636.2297
Kepler-220 d,1,28.12296,0.162,880.0,89.95,0.0,,,416.0,4689.0,0.66,0.72,433.0643
Kepler-220 d,1,28.1224655,0.1631,1.03,88.81,0.0,7.76,,426.0,4709.0,0.69,0.73,431.23688
Kepler-220 d,1,28.1224393,0.1563,900.0,89.34,0.0,6.13,,401.0,4499.0,0.64,0.64,422.2674
Kepler-220 d,1,28.1224655,0.1631,1.03,88.81,0.0,7.76,,426.0,4709.0,0.69,0.73,431.23688
Kepler-220 d,1,28.1224655,0.1631,1.03,88.81,0.0,7.76,,426.0,4709.0,0.69,0.73,431.23688
Kepler-220 d,1,28.1224655,0.16293,1.027,,,7.5,,,4665.0,0.69,0.73,427.54587
Kepler-220 e,1,45.9029768,0.2166,1.18,89.74,0.0,3.19,,341.0,4499.0,0.64,0.64,347.74228
Kepler-220 e,1,45.9027566,0.2261,1.32,89.95,0.0,4.04,,362.0,4709.0,0.69,0.73,374.4163
Kepler-220 e,1,45.9027566,0.22586,1.321,,,3.9,,,4665.0,0.69,0.73,371.31863
Kepler-220 e,1,45.9027566,0.2261,1.32,89.95,0.0,4.04,,362.0,4709.0,0.69,0.73,374.4163
Kepler-220 e,1,45.90403,0.225,1.18,89.95,0.0,,,353.0,4689.0,0.66,0.72,369.02127
Kepler-220 e,1,45.9027566,0.2261,1.32,89.95,0.0,4.04,,362.0,4709.0,0.69,0.73,374.4163
Kepler-221 b,1,2.79590004,0.0365,1.66,85.58,0.0,333.31,,1090.0,5244.0,0.81,0.83,1120.4607
Kepler-221 b,1,2.79589407,0.0348,1.49,88.81,0.0,323.94,,1082.0,5280.0,0.75,0.72,1112.8556
Kepler-221 b,1,2.79589407,0.0348,1.49,88.81,0.0,323.94,,1082.0,5280.0,0.75,0.72,1112.8556
Kepler-221 b,1,2.79589407,0.0348,1.49,88.81,0.0,323.94,,1082.0,5280.0,0.75,0.72,1112.8556
Kepler-221 b,1,2.79589407,0.03686,1.524,,,297.2,,,5260.0,0.77,0.85,1090.6393
Kepler-221 b,1,2.795902,0.036,1.56,89.38,0.0,,,1111.0,5324.0,0.81,0.82,1143.2378
Kepler-221 c,1,5.69058452,0.0559,2.75,89.38,0.0,125.55,,854.0,5280.0,0.75,0.72,871.124
Kepler-221 c,1,5.69058452,0.0559,2.75,89.38,0.0,125.55,,854.0,5280.0,0.75,0.72,871.124
Kepler-221 c,1,5.6905861,0.058,2.96,88.81,0.0,,,875.0,5324.0,0.81,0.82,899.92834
Kepler-221 c,1,5.69059163,0.0586,3.1,87.76,0.0,129.31,,860.0,5244.0,0.81,0.83,882.1207
Kepler-221 c,1,5.69058452,0.0592,2.808,,,115.6,,,5260.0,0.77,0.85,860.62616
Kepler-221 c,1,5.69058452,0.0559,2.75,89.38,0.0,125.55,,854.0,5280.0,0.75,0.72,871.124
Kepler-221 d,1,10.04156852,0.0817,2.52,89.95,0.0,58.77,,706.0,5280.0,0.75,0.72,720.81726
Kepler-221 d,1,10.04156852,0.0817,2.52,89.95,0.0,58.77,,706.0,5280.0,0.75,0.72,720.81726
Kepler-221 d,1,10.04157214,0.0855,2.97,87.8,0.0,60.74,,712.0,5244.0,0.81,0.83,730.389
Kepler-221 d,1,10.04156852,0.08645,2.572,,,54.1,,,5260.0,0.77,0.85,710.5988
Kepler-221 d,1,10.04156852,0.0817,2.52,89.95,0.0,58.77,,706.0,5280.0,0.75,0.72,720.8172
Kepler-221 d,1,10.041555,0.085,2.81,88.24,0.0,,,723.0,5324.0,0.81,0.82,743.21625
Kepler-221 e,1,18.370081,0.127,3.05,88.81,0.0,,,591.0,5324.0,0.81,0.82,604.43713
Kepler-221 e,1,18.3697231,0.12931,2.482,,,24.2,,,5260.0,0.77,0.85,578.00183
Kepler-221 e,1,18.3697231,0.1222,2.43,89.95,0.0,26.27,,577.0,5280.0,0.75,0.72,582.4271
Kepler-221 e,1,18.3697231,0.1222,2.43,89.95,0.0,26.27,,577.0,5280.0,0.75,0.72,582.4271
Kepler-221 e,1,18.36974658,0.1279,3.58,87.37,0.0,27.14,,582.0,5244.0,0.81,0.83,593.87
Kepler-221 e,1,18.3697231,0.1222,2.43,89.95,0.0,26.27,,577.0,5280.0,0.75,0.72,582.4271
Kepler-222 b,1,3.9369952,0.046,3.0,85.94,0.0,,,955.0,5342.0,0.76,0.86,979.81573
Kepler-222 b,1,3.93699371,0.0477,3.028,,,201.2,,,5315.0,0.8,0.93,999.485
Kepler-222 b,1,3.93699371,0.048,3.19,88.24,0.0,240.16,,1004.0,5431.0,0.84,0.94,1034.6755
Kepler-222 b,1,3.93699371,0.048,3.19,88.24,0.0,240.16,,1004.0,5431.0,0.84,0.94,1034.6755
Kepler-222 b,1,3.93699314,0.048,3.36,85.63,0.0,240.16,,1004.0,5431.0,0.84,0.94,1034.6686
Kepler-222 b,1,3.93699371,0.048,3.19,88.24,0.0,240.16,,1004.0,5431.0,0.84,0.94,1034.6755
Kepler-222 c,1,10.08879697,0.08931,4.576,,,57.5,,,5315.0,0.8,0.93,723.5281
Kepler-222 c,1,10.088813,0.087,4.4,87.66,0.0,,,694.0,5342.0,0.76,0.86,714.6959
Kepler-222 c,1,10.08881066,0.0898,4.71,87.6,0.0,68.62,,734.0,5431.0,0.84,0.94,755.79395
Kepler-222 c,1,10.08879697,0.0898,4.81,87.66,0.0,68.62,,734.0,5431.0,0.84,0.94,755.7921
Kepler-222 c,1,10.08879697,0.0898,4.81,87.66,0.0,68.62,,734.0,5431.0,0.84,0.94,755.7921
Kepler-222 c,1,10.08879697,0.0898,4.81,87.66,0.0,68.62,,734.0,5431.0,0.84,0.94,755.7921
Kepler-222 d,1,28.08194365,0.1777,3.75,89.38,0.0,17.52,,522.0,5431.0,0.84,0.94,531.4902
Kepler-222 d,1,28.08194365,0.1777,3.75,89.38,0.0,17.52,,522.0,5431.0,0.84,0.94,531.4902
Kepler-222 d,1,28.08209,0.172,3.3,89.38,0.0,,,494.0,5342.0,0.76,0.86,505.52612
Kepler-222 d,1,28.08185982,0.1777,3.63,89.46,0.0,17.52,,522.0,5431.0,0.84,0.94,531.49023
Kepler-222 d,1,28.08194365,0.1777,3.75,89.38,0.0,17.52,,522.0,5431.0,0.84,0.94,531.4902
Kepler-222 d,1,28.08194365,0.17673,3.563,,,14.7,,,5315.0,0.8,0.93,511.96594
Kepler-223 b,1,7.38441403,0.07525,2.823,,,414.4,,,5697.0,1.57,1.04,1159.0674
Kepler-223 b,1,7.38443269,0.0756,2.42,85.83,0.0,278.67,,1042.0,5814.0,1.25,1.05,1058.6218
Kepler-223 b,1,7.38441403,0.0717,1.8,88.81,0.0,201.63,,961.0,5825.0,1.0,0.9,982.1974
Kepler-223 b,1,7.38402,0.073,1.64,89.95,0.0,,,964.0,5832.0,1.03,0.95,989.61816
Kepler-223 b,1,7.38441403,0.0717,1.8,88.81,0.0,201.63,,961.0,5825.0,1.0,0.9,982.1974
Kepler-223 b,1,7.38441403,0.0717,1.8,88.81,0.0,201.63,,961.0,5825.0,1.0,0.9,982.1974
Kepler-223 c,1,9.8482024,0.09117,4.349,,,281.3,,,5697.0,1.57,1.04,1059.8215
Kepler-223 c,1,9.8482024,0.0869,2.79,74.48,0.0,137.26,,873.0,5825.0,1.0,0.9,890.2944
Kepler-223 c,1,9.84824649,0.0916,2.68,87.2,0.0,189.82,,947.0,5814.0,1.25,1.05,964.94495
Kepler-223 c,1,9.8482024,0.0869,2.79,74.48,0.0,137.26,,873.0,5825.0,1.0,0.9,890.2944
Kepler-223 c,1,9.84871,0.088,1.98,88.81,0.0,,,878.0,5832.0,1.03,0.95,901.14966
Kepler-223 c,1,9.8482024,0.0869,2.79,74.48,0.0,137.26,,873.0,5825.0,1.0,0.9,890.2944
Kepler-223 d,1,14.78767172,0.1201,3.46,89.94,0.0,110.42,,827.0,5814.0,1.25,1.05,838.2709
Kepler-223 d,1,14.78769446,0.1139,3.77,81.36,0.0,79.9,,762.0,5825.0,1.0,0.9,778.57
