,pl_name,pl_radj,pl_bmassj,pl_bmassprov,pl_orbper,pl_orbeccen,pl_orbincl,pl_eqt,st_mass,st_met,st_age,sy_snum,sy_pnum
296,GPX-1 b,1.47,19.7,Mass,1.744579,,79.9,2300,1.68,0.35,0.27,1,1
297,GQ Lup b,3,31,Mass,,,,2650,0.7,,0.001,1,1
298,GSC 06214-00210 b,1.8,16,Mass,,,,2300,0.9,,0.005,1,1
299,GU Psc b,1.265,11.3,Mass,,,,1050,0.33,0.1,0.1,1,1
300,Gaia-1 b,1.229,1.68,Mass,3.052524,,85.73,1277.681225,0.95,,,1,1
301,Gaia-2 b,1.322,0.817,Mass,3.6915224,,85.21,1313.391313,1,,,1,1
302,Gl 378 b,,0.04097,Msini,3.822,0.109,,704.8541184,0.56,0.06,,1,1
303,Gl 49 b,,0.01771,Msini,13.8508,0.363,,,0.52,0.13,,2,1
304,Gl 686 b,,0.02084,Msini,15.53,0.05,,379,0.43,-0.23,,1,1
305,HAT-P-1 b,1.319,0.525,Mass,4.46529976,,85.634,1322,1.15,0.13,2.9,2,1
306,HAT-P-11 b,0.389,0.07362,Msini,4.88780244,0.218,88.78666667,858,0.81,0.31,6.5,1,2
307,HAT-P-11 c,,1.59519,Msini,3407,0.601,135.7,93.51712624,0.81,0.31,6.5,1,2
308,HAT-P-12 b,0.959,0.211,Mass,3.2130598,0.026,89,963,0.73,-0.29,2.5,1,1
309,HAT-P-13 b,1.272,0.851,Mass,2.91625,0.0133,83.4,1696.5,1.26,0.418333333,5,1,2
310,HAT-P-13 c,,14.28,Msini,446.27,0.6616,,340,1.286666667,0.435,5,1,2
311,HAT-P-14 b,1.42,3.44,Mass,4.62767,0.11,83.5,1602,2.65,0.11,1.4,2,1
312,HAT-P-15 b,1.06,1.94,Mass,10.8635,0.19,89.1,904,1,0.22,6.65,1,1
313,HAT-P-16 b,1.289,4.193,Mass,2.77596,0.036,86.6,1626,1.22,0.17,2,3,1
314,HAT-P-17 b,1.05,0.58,Mass,10.33852,0.35,89.2,792,0.99,0,7.8,1,2
315,HAT-P-17 c,,3.4,Msini,5584,0.39,,95.2660173,0.92,0.051,7.8,1,2
316,HAT-P-18 b,0.995,0.197,Mass,5.508023,0.084,88.8,852,0.77,0.1,12.4,1,1
317,HAT-P-19 b,1.132,0.292,Mass,4.008778,0.067,88.2,1010,0.84,0.23,8.8,1,1
318,HAT-P-2 b,1.105375,8.62,Msini,5.6335158,0.5172,87.06,1484.666667,1.33,0.18,1.44,1,1
319,HAT-P-20 b,0.867,7.246,Mass,2.875317,0.015,86.8,970,0.76,0.35,6.7,1,1
320,HAT-P-21 b,1.11,4.87,Mass,4.12448,0.23,87.2,1283,1.24,0.01,10.2,1,1
321,HAT-P-22 b,1.15,2.47,Mass,3.21222,0.02,86.9,1346.333333,1.13,0.24,11.55,2,1
322,HAT-P-23 b,1.09,1.34,Mass,1.21288,0.11,85.1,2003.5,0.58,0.15,3.525,1,1
323,HAT-P-24 b,1.3,0.75,Mass,3.35524,0.07,88.6,1637,1.37,-0.16,2.8,2,1
324,HAT-P-25 b,1.135,0.569,Mass,3.65281514,0.023,88.22,1182,1.01,0.294,3.2,1,1
325,HAT-P-26 b,0.63,0.07,Mass,4.23452,0.12,88.6,1001,1.12,-0.04,9,1,1
326,HAT-P-27 b,1.02,0.62,Mass,3.039577,0.078,85,,0.92,0.3,5.066666667,2,1
327,HAT-P-28 b,1.212,0.626,Mass,3.257215,0.051,88,1384,1.02,0.12,6.1,1,1
328,HAT-P-29 b,1.17,0.88,Mass,5.72319,0.09,87.1,1265.5,1.45,0.21,2.2,2,1
329,HAT-P-3 b,0.94,0.65,Mass,2.8997,,87.24,1162,1.06,0.27,2.3125,2,1
330,HAT-P-30 b,1.44,0.83,Mass,2.8106,0.04,83.6,1630,1.55,0.13,1,2,1
331,HAT-P-31 b,1.09,2.27,Mass,5.00542,0.249533333,87.1,1450,1.31,0.15,3.17,1,1
332,HAT-P-32 b,1.98,0.68,Mass,2.1500082,0.159,88.98,1836,1.13,-0.16,2.7,2,1
333,HAT-P-33 b,1.85,0.92,Mass,3.47447,0.13,87.2,1782,1.82,0.05,2.3,2,1
334,HAT-P-34 b,1.197,3.33,Mass,5.452654,0.432,87.1,1520,1.39,0.22,1.7,1,1
335,HAT-P-35 b,1.332,1.056,Mass,3.646706,0.0275,87.3,1581,1.24,0.11,3.5,3,1
336,HAT-P-36 b,1.277,1.8482,Mass,1.32734683,0.062,87.13,1781,1.03,0.2575,5.55,1,1
337,HAT-P-37 b,1.178,1.169,Mass,2.797436,0.058,86.9,1271,0.93,0.03,3.6,1,1
338,HAT-P-38 b,0.825,0.267,Mass,4.640382,0.067,88.3,1082,0.89,0.06,10.1,1,1
339,HAT-P-39 b,1.571,0.599,Mass,3.54387,,87,1752,1.4,0.19,2,2,1
340,HAT-P-4 b,1.274,0.671,Mass,3.056536,0.044,89.91,1686,1.16,0.25,4.225,2,1
341,HAT-P-40 b,1.52,0.48,Mass,4.45724,,88.3,1770,1.03,0.22,2.7,1,1
342,HAT-P-41 b,2.05,1.19,Mass,2.69405,,87.7,1941,2.56,0.21,2.2,2,1
343,HAT-P-42 b,1.28,1.044,Mass,4.641878,,85.9,1428,1.18,0.27,5.2,1,1
344,HAT-P-43 b,1.216,0.696,Mass,3.3326414,,88.7,1353,1.03,0.2,5.7,1,1
345,HAT-P-44 b,1.242,0.352,Mass,4.301219,0.044,89.1,1108,0.94,0.33,7.5,1,2
346,HAT-P-44 c,,4,Msini,872.2,0.494,,188.1112537,0.94,0.33,7.5,1,2
347,HAT-P-45 b,1.426,0.892,Mass,3.128992,0.049,87.8,1652,1.26,0.07,2,1,1
348,HAT-P-46 b,1.284,0.493,Mass,4.463129,0.123,85.5,1458,1.28,0.3,2.5,1,1
349,HAT-P-49 b,1.59,2.2,Mass,2.69155,,86.2,2131,2.22,0.07,1.5,1,1
350,HAT-P-5 b,1.21,0.98,Mass,2.78849,,86.75,1539,1.04,0.24,2.6,1,1
351,HAT-P-50 b,1.288,1.35,Mass,3.1220109,,83.65,1862,1.27,-0.18,3.37,1,1
352,HAT-P-51 b,1.293,0.309,Mass,4.2180278,,88.48,1192,0.98,0.27,8.2,1,1
353,HAT-P-52 b,1.009,0.818,Mass,2.7535953,,87.02,1218,0.89,0.28,9.4,1,1
354,HAT-P-53 b,1.318,1.484,Mass,1.9616241,,86.2,1778,1.09,0,4.67,1,1
355,HAT-P-54 b,0.944,0.76,Mass,3.799847,,87.04,818,0.65,-0.127,3.9,1,1
356,HAT-P-55 b,1.182,0.582,Mass,3.5852467,,87.7,1313,1.01,-0.03,4.2,1,1
357,HAT-P-56 b,1.51,2.31,Mass,2.79083,,82.13,1840,1.42,0,2.01,1,1
358,HAT-P-57 b,1.74,1.41,Mass,2.4653,,88.26,2200,2.77,-0.25,1,3,1
359,HAT-P-58 b,1.332,0.372,Mass,4.0138379,,85.64,1622,1.03,-0.224,7.11,1,1
360,HAT-P-59 b,1.123,1.54,Mass,4.1419771,,85.18,1278,1.01,0.217,7.3,1,1
361,HAT-P-6 b,1.48,1.32,Mass,3.85298,0.023,85.51,1689.5,1.79,-0.13,2.3,1,1
362,HAT-P-60 b,1.631,0.574,Mass,4.7947813,,83.75,1772,1.44,0.037,2.765,1,1
363,HAT-P-61 b,0.899,1.057,Mass,1.90231289,,83.62,1505,1,0.194,2.6,1,1
364,HAT-P-62 b,1.073,0.761,Mass,2.6453235,,87.93,1512,1.02,0.414,8.1,1,1
365,HAT-P-63 b,1.119,0.614,Mass,3.377728,,88.45,1237,0.93,0.251,9,1,1
366,HAT-P-64 b,1.703,0.58,Mass,4.007232,,88.01,1766,1.3,-0.113,2.88,1,1
367,HAT-P-65 b,1.89,0.527,Mass,2.6054552,,84.2,1930,1.21,0.1,5.46,1,1
368,HAT-P-66 b,1.59,0.783,Mass,2.972086,,86.2,1896,1.25,0.035,4.66,1,1
369,HAT-P-67 b,2.085,0.34,Mass,4.8101025,,88.8,1903,1.64,-0.08,1.24,2,1
370,HAT-P-68 b,1.072,0.724,Mass,2.29840551,,88.73,1028,0.68,-0.059,11.1,1,1
371,HAT-P-69 b,1.676,3.58,Mass,4.7869491,,87.19,1930,1.65,-0.069,1.27,1,1
372,HAT-P-7 b,1.51,1.84,Mass,2.20474,0.00355,83.11,2375.666667,1.56,0.26,2.104,2,1
373,HAT-P-70 b,1.87,,,2.74432452,,96.5,2562,1.89,-0.059,0.6,1,1
374,HAT-P-8 b,1.4,1.28,Mass,3.07634,0.0029,87.8,1700,1.27,0.01,3.4,3,1
375,HAT-P-9 b,1.393,0.749,Mass,3.92281072,0.084,86.44,1540,1.28,0.12,1.6,1,1
376,HATS-1 b,1.302,1.855,Mass,3.446459,0.12,85.6,1359,0.99,-0.06,6,1,1
377,HATS-10 b,0.969,0.526,Mass,3.312846,,87.79,1407,1.1,0.15,3.3,1,1
378,HATS-11 b,1.609,0.84,Mass,3.619188,,88.67,1596,1.33,0.03,7.7,1,1
379,HATS-12 b,0.692,2.385,Mass,3.142702,,82.69566667,1446,1.16,-0.1,2.36,1,1
380,HATS-13 b,1.212,0.543,Mass,3.0440499,,88.55,1244,0.96,0.05,2.5,1,1
381,HATS-14 b,1.039,1.071,Mass,2.7667641,,88.83,1276,0.97,0.33,4.9,1,1
382,HATS-15 b,1.105,2.17,Mass,1.74748753,,87.13,1505,0.87,0,11,1,1
383,HATS-16 b,1.3,3.27,Mass,2.686502,,83.53,1592,0.97,-0.1,9.5,1,1
384,HATS-17 b,0.777,1.338,Mass,16.254611,0.029,89.08,814,1.13,0.3,2.1,1,1
385,HATS-18 b,1.329,1.9795,Mass,0.83784,,85.29,2069,1.04,0.28,4.2,1,1
386,HATS-2 b,1.168,1.345,Mass,1.354133,,87.2,1577,0.88,0.15,9.7,1,1
387,HATS-22 b,0.953,2.74,Mass,4.7228124,0.079,87.96,858,0.76,0,,1,1
388,HATS-23 b,1.86,1.47,Mass,2.1605156,,81.02,1654,1.12,0.28,4.2,1,1
389,HATS-24 b,1.395,2.26,Mass,1.3484978,,85.97,2166,1.07,-0.229,3.7,1,1
390,HATS-25 b,1.26,0.613,Mass,4.2986432,,86.93,1277,0.99,0.02,7.5,1,1
391,HATS-26 b,1.75,0.65,Mass,3.3023881,,86.2,1918,1.3,-0.02,4.04,1,1
392,HATS-27 b,1.5,0.53,Mass,4.637038,,87.3,1659,1.42,0.09,2.3,1,1
393,HATS-28 b,1.194,0.672,Mass,3.1810781,,86.17,1253,0.93,0.01,6.2,1,1
394,HATS-29 b,1.251,0.653,Mass,4.6058749,,87.37,1212,1.03,0.16,5.5,1,1
395,HATS-3 b,1.381,1.071,Mass,3.547851,,86.2,1648,1.21,-0.157,3.2,1,1
396,HATS-30 b,1.175,0.706,Mass,3.1743516,,86.84,1414,1.09,0.06,2.3,2,1
397,HATS-31 b,1.64,0.88,Mass,3.37796,,85,1823,1.27,0,4.3,1,1
398,HATS-32 b,1.249,0.92,Mass,2.8126548,,87.1,1437,1.1,0.39,3.5,1,1
399,HATS-33 b,1.23,1.192,Mass,2.5495551,,87.62,1429,1.06,0.29,3,1,1
400,HATS-34 b,1.43,0.941,Mass,2.1061607,,82.28,1445,0.95,0.25,7.7,1,1
401,HATS-35 b,1.464,1.222,Mass,1.8209993,,86.9,2037,1.32,0.21,2.13,1,1
402,HATS-36 b,1.153,3.216,Mass,4.175186,0.105,87.61,1203,1.1,0.15,0.62,1,1
403,HATS-37 A b,0.606,0.099,Mass,4.3315366,,89.33,1085,0.84,0.051,11.46,2,1
404,HATS-38 b,0.614,0.074,Mass,4.375021,,87.21,1294,0.89,-0.102,11.89,1,1
405,HATS-39 b,1.57,0.63,Mass,4.5776348,,84.98,1645,1.38,0,2.06,1,1
406,HATS-4 b,1.02,1.323,Mass,2.516729,0.013,88.5,1315,1,0.43,2.1,1,1
407,HATS-40 b,1.58,1.59,Mass,3.2642736,,85.8,2101,1.56,0.01,2.07,1,1
408,HATS-41 b,1.33,9.7,Mass,4.193649,0.38,80.4,1710,1.5,0.47,1.34,1,1
409,HATS-42 b,1.4,1.88,Mass,2.292102,,85.1,1856,1.27,0.22,3.26,1,1
410,HATS-43 b,1.18,0.261,Mass,4.3888497,0.173,89.24,1003,0.84,0.05,8.6,1,1
411,HATS-44 b,1.067,0.56,Mass,2.7439004,,84.65,1161,0.86,0.32,9.7,1,1
412,HATS-45 b,1.286,0.7,Mass,4.1876244,,85.61,1518,1.27,0.02,1.52,1,1
413,HATS-46 b,0.903,0.173,Mass,4.7423729,,87.32,1054,0.92,-0.06,3,1,1
414,HATS-47 b,1.117,0.369,Mass,3.9228038,,87.08,853,0.67,-0.113,8.1,1,1
415,HATS-48 A b,0.8,0.243,Mass,3.1316666,,89.58,955,0.73,0.186,11.97,2,1
416,HATS-49 b,0.765,0.353,Mass,4.1480467,,88.27,835,0.71,0.208,10.5,1,1
417,HATS-5 b,0.912,0.237,Mass,4.763387,0.019,89.3,1025,0.94,0.19,3.6,1,1
418,HATS-50 b,1.13,0.39,Mass,3.8297015,,87.54,1360.49483,1.17,,1.2,1,1
419,HATS-51 b,1.41,0.768,Mass,3.3488702,,87.1,1553,1.19,,4.74,1,1
420,HATS-52 b,1.382,2.24,Mass,1.36665436,,84.7,1834,1.11,,1.2,1,1
421,HATS-53 b,1.34,0.595,Mass,3.8537768,,88.78,1312,0.96,,9,1,1
422,HATS-54 b,1.015,0.753,Mass,2.5441765,,83.67,1429,1.05,0.37,7.96,1,1
423,HATS-55 b,1.251,0.921,Mass,4.2042001,,86.32,1367,1.2,0.108,0.4,1,1
424,HATS-56 b,1.688,0.602,Mass,4.324799,,83.29,1902,1.57,0.19,1.894,1,1
425,HATS-57 b,1.139,3.147,Mass,2.350621,,87.88,1413,1.03,0.268,2.5,1,1
426,HATS-58 A b,1.095,1.03,Mass,4.2180896,,85.69,1721,1.46,,0.31,2,1
427,HATS-59 b,1.126,0.806,Mass,5.416081,0.129,88.1,1128,1.04,0.18,4.3,1,2
428,HATS-59 c,,12.7,Msini,1422,,,176,1.04,0.18,4.3,1,2
429,HATS-6 b,0.998,0.319,Mass,3.3252725,,88.21,713,0.57,0.2,8.1,1,1
430,HATS-60 b,1.153,0.662,Mass,3.560829,,86.28,1528,1.1,0.335,7.55,1,1
431,HATS-61 b,1.195,3.4,Mass,7.817953,,87.15,1226,1.08,0.247,8.9,1,1
432,HATS-62 b,1.055,,,3.2768837,,87.92,1237,0.9,0.133,9.55,1,1
433,HATS-63 b,1.207,0.96,Mass,3.0566527,,84.86,1398,0.93,0.081,10.3,1,1
434,HATS-64 b,1.679,0.96,Mass,4.908897,,87.24,1793,1.56,0.22,1.861,1,1
435,HATS-65 b,1.501,0.821,Mass,3.105161,,84.82,1634,1.26,0.199,1.78,2,1
436,HATS-66 b,1.411,5.33,Mass,3.1414391,,87.06,1998,1.41,-0.017,2.17,1,1
437,HATS-67 b,1.685,1.45,Mass,1.6091788,,79.03,2193,1.44,0.332,0.51,1,1
438,HATS-68 b,1.232,1.29,Mass,3.5862202,,83.21,1741,1.35,0.21,3.02,1,1
439,HATS-69 b,0.945,,,2.2252577,,88.49,1296,0.89,0.377,8,1,1
440,HATS-7 b,0.563,0.12,Mass,3.185315,,87.92,1084,0.85,0.25,7.8,1,1
441,HATS-70 b,1.384,12.9,Mass,1.8882378,,86.7,2730,1.78,0.041,0.81,1,1
442,HATS-71 b,1.024,0.37,Mass,3.7955202,,88.82,587,0.49,0.17,3.2,1,1
443,HATS-72 b,0.722,0.1254,Mass,7.3279474,,89.56,739,0.73,0.099,12.17,1,1
444,HATS-74 A b,1.032,1.46,Mass,1.73185606,,87.39,895,0.6,0.514,11,2,1
445,HATS-75 b,0.884,0.491,Mass,2.7886556,,88.07,772,0.6,0.522,14.9,1,1
446,HATS-76 b,1.079,2.629,Mass,1.9416423,,88.24,940,0.66,0.322,4.6,1,1
447,HATS-77 b,1.165,1.374,Mass,3.0876262,,88.44,828,0.66,0.253,12.1,1,1
448,HATS-8 b,0.873,0.138,Mass,3.583893,,87.8,1324,1.06,0.21,5.1,1,1
449,HATS-9 b,1.236,0.825333333,Mass,1.915291,,87.31333333,1746,1.1,0.38,10.8,1,1
450,HD 100546 b,6.9,,,,,,,2.4,,0.005,1,1
451,HD 100655 b,,1.61,Msini,157.57001,0.09,,,2.28,0.07,,2,1
452,HD 100777 b,,1.03,Msini,383.70001,0.36,,277.310429,0.83,0.25,,1,1
453,HD 10180 c,,0.0416,Msini,5.75969,0.073,,1185.911049,1.06,0.08,4.3,1,6
454,HD 10180 d,,0.0378,Msini,16.357,0.131,,837.4340216,1.06,0.08,4.3,1,6
455,HD 10180 e,,0.0805,Msini,49.748,0.051,,577.998365,1.06,0.08,4.3,1,6
456,HD 10180 f,,0.0722,Msini,122.744,0.119,,427.7451176,1.06,0.08,4.3,1,6
457,HD 10180 g,,0.0732,Msini,604.67,0.263,,251.388657,1.06,0.08,4.3,1,6
458,HD 10180 h,,0.2066,Msini,2205,0.095,,163.3236037,1.06,0.08,4.3,1,6
459,HD 101930 b,,0.25,Msini,70.46,0.11,,,0.57,0.15,,2,1
460,HD 102117 b,,0.17,Msini,20.8133,0.12,,775.5513316,1.06,0.28,,1,1
461,HD 102195 b,,0.41,Msini,4.11377,,,1085.512308,0.76,0.04,2.4,1,1
462,HD 102272 b,,4.94,Msini,127.58,0.05,,996.6524781,1.45,-0.41,,1,1
463,HD 102329 b,,8.16,Msini,778.09998,0.21,,419.3667704,3.21,0.05,1.6,1,2
464,HD 102329 c,,1.52,Msini,1123,0.209,,,1.3,,,1,2
465,HD 102365 b,,0.05,Msini,122.1,0.34,,,0.85,-0.26,9,2,1
466,HD 102843 b,,0.35837,Msini,3090.942,0.11,,,0.95,,,1,1
467,HD 102956 b,,0.96,Msini,6.4947,0.037,,,1.66,0.16,,2,1
468,HD 103197 b,,0.09,Msini,47.84,,,487.7780326,0.8,0.22,9.1,1,1
469,HD 103720 b,,0.62,Msini,4.5557,0.086,,926.9642618,0.79,-0.02,3.8,1,1
470,HD 103774 b,,0.367,Msini,5.8881,0.09,,,1.33,0.28,1.05,2,1
471,HD 103891 b,,1.44,Msini,1919,0.31,,240.8215113,1.28,-0.19,3.68,1,1
472,HD 103949 b,,0.03524,Msini,120.878,0.19,,,0.77,,,1,1
473,HD 104067 b,,0.16,Msini,55.806,0.247,,421.3608066,0.62,0,4.33,1,1
474,HD 10442 b,,1.487,Msini,1032.3,0.132,,287.8451104,1.01,0.106666667,10.65,1,1
475,HD 104985 b,,,,199.505,0.09,,825.2103877,2.3,-0.15,,1,1
476,HD 105618 b,,0.07911,Msini,10.02244605,0.454676,,,1.01,,,1,2
477,HD 105618 c,,26.90216,Mass,77114.07158,0.126319,31.968,,1.01,,,1,2
478,HD 105779 b,,0.64,Msini,2412,,,147.1573838,0.89,-0.25,7.54,1,1
479,HD 106252 b,,6.93,Msini,1531,0.48,46,183.2654397,1.01,-0.06,3.595,1,1
480,HD 106270 b,,10.13,Msini,1888,0.185,,236.3279434,1.39,0.08,4.3,1,1
481,HD 106315 b,0.218,0.03964,Mass,9.55237,0.093,87.54,1153,1.09,-0.311,4.48,1,2
482,HD 106315 c,0.388,0.04782,Mass,21.05704,0.22,88.61,886,1.09,-0.311,4.48,1,2
483,HD 10647 b,,0.94,Msini,989.2,0.15,,219.692186,1.11,0,1.4,1,1
484,HD 106515 A b,,11.0719,Mass,3586.860893,0.564614,88.922,,0.93,0.025333333,9.711,2,1
485,HD 106906 b,,11,Mass,,,,1800,1.5,,0.013,1,1
486,HD 10697 b,,6.02397,Mass,1075.379899,0.104467,86.116,256.7162556,0.99,0.143333333,,1,1
487,HD 107148 b,,0.21,Msini,48.056,0.05,,,1.12,0.314,,2,2
488,HD 107148 c,,0.0626,Msini,18.3267,0.34,,,1.11,0.296,,2,2
489,HD 108147 b,,0.261,Msini,10.8985,0.53,,1035.675746,1.22,0.18,,1,1
490,HD 108236 b,0.144,,,3.795963,0.045,87.59,1099,0.87,-0.28,6.7,1,5
491,HD 108236 c,0.185,,,6.203449,0.034,88.3,932,0.87,-0.28,6.7,1,5
492,HD 108236 d,0.227,,,14.175685,0.055,89.06,708,0.87,-0.28,6.7,1,5
493,HD 108236 e,0.275,,,19.590025,0.058,89.245,636,0.87,-0.28,6.7,1,5
494,HD 108236 f,0.18,,,29.54115,0.051,88.963,605.911376,0.87,-0.28,6.7,1,5
495,HD 108341 b,,3.5,Msini,1129,0.85,,,0.84,0.04,4.9,2,1
496,HD 108863 b,,2.414,Msini,437.7,0.032,,511.610952,1.59,0.1,1.8,1,1
497,HD 108874 b,,1.42,Msini,394.48123,0.13,,267.030295,1.1,0.26,,1,2
498,HD 108874 c,,0.99,Msini,1624,0.239,,171.4116447,0.95,0.19,,1,2
499,HD 109246 b,,0.86,Msini,68.27,0.12,,488.736969,1.2,0.1,,1,1
500,HD 109271 b,,0.054,Msini,7.8543,0.25,,,1.05,0.1,7.3,1,2
501,HD 109271 c,,0.076,Msini,30.93,0.15,,,1.05,0.1,7.3,1,2
502,HD 109286 b,,2.99,Msini,520.1,0.338,,259,0.98,0.05,,1,1
503,HD 109749 b,,0.27,Msini,5.239891,0.01,,,1.13,0.24,3.3,2,1
504,HD 10975 b,,0.45,Msini,283.8,0.442,,800.8487285,1.41,-0.21,,1,1
505,HD 109833 b,0.258,,,9.188526,0.18,88.13,950.266075,1.08,-0.07,0.027,1,2
506,HD 109833 c,0.231,,,13.900148,0.3,88.24,827.7909989,1.08,-0.07,0.027,1,2
507,HD 109988 b,,21.16046,Mass,17132.15854,0.05578,33.992,,0.88,,,1,1
508,HD 110014 b,,11.09,Msini,835.477,0.462,,653.5875945,2.17,0.19,0.95,1,1
509,HD 110082 b,0.285,,,10.18271,0.2,88.2,,1.21,0.08,0.25,2,1
510,HD 110113 b,0.183,0.01432,Mass,2.541,0.093,,1371,1,0.14,4,1,2
511,HD 110113 c,,0.03304,Msini,6.744,0.045,,990,1,0.14,4,1,2
512,HD 110537 b,,27.19954,Mass,24469.67342,0.401407,51.891,,1.02,,,1,1
513,HD 11112 b,,7.64087,Mass,17244.90764,0.285438,144.876,,1.07,,,1,1
514,HD 111232 b,,8.26484,Mass,1169.132016,0.213617,93.521,171.976085,0.96,-0.383333333,5.2,1,2
515,HD 111232 c,,19.1473,Mass,26472.44623,0.558246,87.902,,0.96,,,1,2
516,HD 111591 b,,4.4,Msini,1056.4,0.26,,419.4086237,1.94,0.07,1.41,1,1
517,HD 111998 b,,4.51,Msini,825.9,0.03,,282.1716485,1.18,0.07,1.9,1,1
518,HD 112640 b,,5,Msini,613.2,0.24,,954.4888936,1.8,-0.09,1.6,1,1
519,HD 113337 b,,3.24706,Msini,317.5863857,0.279903,,390.0374312,1.41,0.07,0.15,1,2
520,HD 113337 c,,19.72438,Mass,5429.934773,0.164097,57.478,,1.41,,,1,2
521,HD 11343 c,,0.79726,Msini,228.5373148,0.168579,,,2.01,,,2,2
522,HD 113538 b,,0.36,Msini,663.2,0.14,,152.0438524,0.58,-0.24,4.3,1,2
523,HD 113538 c,,0.93,Msini,1818,0.2,,108.6389963,0.58,-0.24,4.3,1,2
524,HD 113996 b,,6.3,Msini,610.2,0.28,,,1.49,0.13,3.24,2,1
525,HD 114082 b,1,8,Mass,109.75,0.395,90,548.1162745,1.47,0,0.015,1,1
526,HD 114386 b,,1.14,Msini,937.70001,0.23,,161.1218104,0.6,-0.05,,1,1
527,HD 114613 b,,0.357,Msini,4000,0.458,,173.525679,1.27,0.18,,1,1
528,HD 114729 b,,0.825,Msini,1121.79,0.079,,,0.94,-0.33,10.116,2,1
529,HD 114783 b,,1.1,Msini,493.7,0.144,,210.0691967,0.85,0.21,,1,2
530,HD 114783 c,,0.611,Msini,4319,0,,102.1794893,0.85,0.151,,1,2
531,HD 11505 b,,8.33652,Mass,32669.22247,0.144108,87.505,,1.03,,,1,1
532,HD 11506 b,,5.40173,Mass,1613.740173,0.390871,112.598,201.7466741,1.12,0.318,3.366666667,1,3
533,HD 11506 c,,0.3645,Msini,223.9598634,0.233121,,389.3051017,1.12,0.313333333,2.35,1,3
534,HD 11506 d,,7.69861,Mass,14723.57452,0.060812,82.004,,1.12,,,1,3
535,HD 115404 A b,,0.09451,Msini,10.49487691,0.231551,,,0.83,,,1,2
536,HD 115404 A c,,10.38165,Mass,15319.22517,0.211449,25.791,,0.83,,,1,2
537,HD 115954 b,,8.29,Msini,3700,0.487,,145,1.18,0.34,,1,1
538,HD 116029 b,,1.4,Msini,670,,,,0.83,0.09,2.7,2,2
539,HD 116029 c,,1.27,Msini,907,0.038,,,1.33,,,2,2
540,HD 117207 b,,1.926,Msini,2621.75,0.157,,148.3235945,1.05,0.19,4.192,1,1
541,HD 11755 b,,5.63,Msini,433.70001,0.19,,1014.832712,0.72,-0.74,10.2,1,1
542,HD 117618 b,,0.174,Msini,25.8,0.15,,748.0259169,1.08,0.022666667,5.6,1,1
543,HD 118203 b,1.172,2.79,Msini,6.1335,0.31,,1405.579407,1.84,0.23,4.6,1,1
544,HD 11964 b,,0.622,Msini,1945,0.041,,,0.91,0.1,,2,2
545,HD 11964 c,,0.0788,Msini,37.91,0.3,,,0.91,0.1,,2,2
546,HD 11977 b,,6.395,Msini,711,0.4,,547.3354249,1.91,-0.21,1.2,1,1
547,HD 120084 b,,7.67534,Mass,2085.10024,0.732073,110.934,342.1358374,2.5,0.09,,1,1
548,HD 121504 b,,1.51,Msini,63.33,0.03,,499.4327957,1.62,0.15,1.2,1,1
549,HD 12235 b,,0.03251,Msini,4.36304899,0.376428,,,1.1,,,1,2
550,HD 12235 c,,9.97867,Mass,36336.70679,0.174465,47.738,,1.1,,,1,2
551,HD 122562 c,,0.22921,Msini,84.96275604,0.227859,,,1.24,,,1,1
552,HD 124330 b,,0.75,Msini,270.66,0.34,,,1.15,0.22,,1,1
553,HD 12484 b,,2.98,Msini,58.83,0.07,,,1.01,0.05,,1,1
554,HD 125271 b,,11.05674,Mass,14901.99295,0.165353,93.088,,0.75,,,1,1
555,HD 125390 b,,28.83791,Mass,1757.391509,0.596681,84.685,318.888962,1.82,,,1,1
556,HD 125595 b,,0.02,Msini,9.6737,,,820.9089649,0.29,0.08,3.53,1,1
557,HD 125612 b,,2.97102,Msini,557.6999431,0.4465,,,1.05,0.2325,1.935,2,3
558,HD 125612 c,,0.04775,Msini,4.15466389,0.148622,,,1.05,0.225,1.77,2,3
559,HD 125612 d,,7.40145,Mass,2822.726978,0.114614,88.195,,1.05,0.225,1.77,2,3
560,HD 12648 b,,1.96,Msini,133.60001,0.04,,1108.171646,0.67,-0.57,4.5,1,1
561,HD 126525 b,,0.237,Msini,960.41,0.035,,198.4384444,0.9,-0.1,9.67,1,1
562,HD 12661 b,,2.43,Msini,262.70862,0.38,,321.3379423,1.2,0.36,6.39,1,2
563,HD 12661 c,,1.812,Msini,1708,0.031,,177.5078644,1.02,0.36,6.39,1,2
564,HD 126614 b,,0.37745,Mass,1257.253027,0.547783,97.477,,0.96,0.502666667,7.2,3,1
565,HD 127506 b,,0.08375,Msini,65.78395386,0.239894,,,0.73,,,1,1
566,HD 128311 b,,1.769,Msini,453.019,0.303,,201.0225744,0.83,0.0735,0.75,1,2
567,HD 128311 c,,3.789,Mass,921.538,0.159,55.95,158.6521226,0.83,0.071333333,0.75,1,2
568,HD 128356 b,,0.89,Msini,298.2,0.57,,249.1397309,0.65,0.17,10,1,1
569,HD 129445 b,,1.6,Msini,1840,0.7,,,0.99,0.25,,1,1
570,HD 130322 b,,1.0945,Msini,10.70871,0.029,,787.6319427,0.92,0.015333333,0.35,1,1
571,HD 131496 b,,1.8,Msini,896,0.181,,363.0056997,1.34,0.185,2.7,1,1
