planet_name,number_of_stars,orbital_period,orbit_semi_major_axis,planet_radius,Inclination,eccentricity,insolation_flux,planet_temperature,star_temperature,star_radius,star_mass
Kepler-127 c,1,29.39326982,0.2001,2.42,89.95,0.0,57.38,702.0,6106.0,1.36,1.24
Kepler-1270 b,1,6.03356196,0.0712,3.01,71.62,0.0,1086.18,1464.0,5190.0,2.91,1.32
Kepler-1271 b,1,3.0255955,0.0423,1.2,88.81,0.0,788.13,1351.0,6184.0,1.04,1.1
Kepler-1273 b,1,28.625653,0.1857,2.59,89.38,0.0,25.54,573.0,5774.0,0.94,1.04
Kepler-1278 b,1,3.23941775,0.0419,770.0,87.54,0.0,511.14,1213.0,6075.0,0.86,0.93
Kepler-128 b,1,15.08960174,0.1263,1.43,89.95,0.0,209.9,971.0,6072.0,1.66,1.18
Kepler-1281 b,1,3.11602791,0.0415,1.69,87.09,0.0,375.55,1123.0,5591.0,0.86,0.98
Kepler-1283 b,1,12.9460978,0.1062,1.29,88.81,0.0,80.34,764.0,6058.0,0.87,0.95
Kepler-1285 b,1,14.7967458,0.1272,1.4,88.24,0.0,230.57,994.0,6141.0,1.71,1.25
Kepler-1288 b,1,2.76122421,0.0435,1.88,84.8,0.0,3906.36,2016.0,6381.0,2.23,1.44
Kepler-1291 b,1,8.63043276,0.0778,1.57,88.24,0.0,71.1,741.0,5354.0,0.77,0.85
Kepler-1292 b,1,3.27646405,0.0444,1.9,88.81,0.0,486.72,1198.0,5825.0,0.96,1.08
Kepler-1295 b,1,3.81371974,0.0465,1.5,89.95,0.0,276.65,1040.0,5561.0,0.84,0.92
Kepler-1297 b,1,1.68189002,0.0275,980.0,88.81,0.0,1890.2,1682.0,6214.0,1.03,0.97
Kepler-1299 b,1,19.9400874,0.1351,2.47,87.66,0.0,27.67,585.0,5609.0,0.76,0.83
Kepler-130 d,2,87.5174361,0.3775,1.37,89.95,0.0,9.56,448.0,5884.0,1.13,0.93
Kepler-1301 b,1,9.08237046,0.0815,1.41,89.95,0.0,68.75,734.0,5354.0,0.79,0.88
Kepler-1302 b,1,8.83922659,0.0795,1.48,89.95,0.0,86.5,778.0,5330.0,0.87,0.85
Kepler-1303 b,1,7.56126152,0.0751,1.2,89.27,0.0,149.17,891.0,5853.0,0.9,0.99
Kepler-1305 b,1,13.5630972,0.1109,1.75,89.38,0.0,68.41,733.0,5853.0,0.9,0.99
Kepler-1307 b,1,18.01621096,0.1369,2.47,89.38,0.0,82.38,768.0,6245.0,1.06,1.05
Kepler-1308 b,1,2.10433812,0.0227,520.0,89.95,0.0,27.95,586.0,3410.0,0.34,0.35
Kepler-1309 b,1,28.8431751,0.1679,2.66,88.43,0.0,13.77,491.0,5151.0,0.79,0.76
Kepler-131 b,1,16.09197176,0.1277,1.98,89.95,0.0,56.65,700.0,5791.0,0.96,1.07
Kepler-1311 d,1,197.5107678,0.6647,7.22,89.38,0.0,3.98,360.0,5988.0,1.24,1.0
Kepler-1312 b,1,5.44832529,0.0575,1.8,89.95,0.0,171.57,923.0,5674.0,0.78,0.85
Kepler-1312 c,1,1.11612717,0.0209,1.0,82.64,0.0,1797.63,1659.0,5721.0,0.91,0.98
Kepler-1314 b,1,5.42474928,0.0504,5.2,89.95,0.0,36.31,626.0,4141.0,0.59,0.58
Kepler-1315 c,1,6.56606842,0.064,1.72,89.38,0.0,86.27,777.0,4818.0,0.86,0.81
Kepler-1318 b,1,213.257663,0.6085,2.85,89.95,0.0,0.39,202.0,4476.0,0.64,0.66
Kepler-1319 b,2,2.88676265,0.0256,670.0,89.95,0.0,12.91,483.0,3400.0,0.27,0.27
Kepler-132 c,2,6.41490515,0.0657,1.24,85.94,0.0,278.29,1042.0,5921.0,1.04,0.92
Kepler-132 e,2,110.2867031,0.4393,1.41,89.73,0.0,6.96,414.0,5931.0,1.1,0.93
Kepler-1320 b,1,0.86838653,0.0164,1.71,85.37,0.0,930.93,1409.0,4790.0,0.73,0.78
Kepler-1321 c,1,2.22649109,0.0302,3.26,89.95,0.0,180.83,935.0,4385.0,0.71,0.74
Kepler-1322 b,1,0.96286738,0.0183,1.48,85.94,0.0,1805.59,1662.0,5693.0,0.8,0.88
Kepler-1323 b,1,0.92990668,0.0195,1.44,84.8,0.0,7201.7,2349.0,6437.0,1.33,1.15
Kepler-1326 b,1,42.3514267,0.2596,3.44,89.95,0.0,57.92,704.0,6856.0,1.41,1.31
Kepler-1330 b,1,10.10773789,0.0889,1.98,89.57,0.0,140.75,879.0,5480.0,1.17,0.92
Kepler-1331 b,1,0.78916165,0.0142,960.0,88.24,0.0,564.46,1243.0,4258.0,0.62,0.61
Kepler-1332 b,1,11.87456832,0.0937,1.14,89.95,0.0,56.55,699.0,5578.0,0.76,0.78
Kepler-1335 b,1,6.26406846,0.0615,1.61,89.38,0.0,101.27,809.0,5032.0,0.82,0.79
Kepler-1337 b,1,24.4004378,0.1441,2.47,88.3,0.0,8.64,437.0,4583.0,0.67,0.67
Kepler-134 b,1,5.31743542,0.0644,2.58,89.38,0.0,687.55,1306.0,6068.0,1.53,1.26
Kepler-1340 b,1,0.66502594,0.0153,1.11,80.48,0.0,5246.66,2174.0,5884.0,1.07,1.07
Kepler-1344 b,1,4.7683049,0.0568,1.79,89.95,0.0,522.81,1219.0,6237.0,1.12,1.07
Kepler-1346 b,1,3.40165668,0.044,1.19,88.81,0.0,552.42,1236.0,6177.0,0.91,0.98
Kepler-1347 b,1,14.00947528,0.104,990.0,89.95,0.0,34.32,617.0,5153.0,0.77,0.76
Kepler-135 b,1,6.00253594,0.0686,1.72,89.38,0.0,462.88,1183.0,6388.0,1.21,1.19
Kepler-1350 c,1,1.76678951,0.0222,1.4,89.64,0.0,66.95,730.0,3698.0,0.44,0.46
Kepler-1351 b,1,0.91614077,0.0156,600.0,89.38,0.0,507.47,1210.0,4374.0,0.61,0.6
Kepler-1352 b,1,1.87788275,0.03,810.0,89.95,0.0,2041.7,1714.0,6324.0,1.13,1.02
Kepler-1353 b,1,24.7543966,0.153,2.03,89.38,0.0,13.7,491.0,4852.0,0.8,0.78
Kepler-1354 b,1,76.613377,0.3522,2.48,88.81,0.0,10.9,463.0,6170.0,1.02,0.99
Kepler-1355 b,1,1.28958811,0.0224,1.39,86.52,0.0,1045.87,1450.0,5471.0,0.81,0.9
Kepler-1356 b,1,0.63400294,0.0136,1.45,87.66,0.0,2059.81,1718.0,5238.0,0.75,0.84
Kepler-1357 b,1,3.00912491,0.041,1.22,89.95,0.0,452.27,1177.0,5713.0,0.89,1.01
Kepler-1359 b,1,59.4970952,0.2769,3.24,89.38,0.0,4.36,369.0,4817.0,0.83,0.8
Kepler-136 b,2,11.57890926,0.1062,2.06,89.33,0.0,193.48,951.0,6156.0,1.3,1.19
Kepler-1363 b,1,2.94194296,0.0363,1.22,89.85,0.0,225.15,988.0,4901.0,0.76,0.73
Kepler-1364 b,1,13.32191461,0.1284,2.88,85.72,0.0,672.06,1299.0,6995.0,2.27,1.58
Kepler-1365 c,1,4.77468005,0.0558,660.0,89.38,0.0,281.86,1045.0,5831.0,0.92,1.02
Kepler-1366 b,1,2.16457097,0.0269,1.28,89.38,0.0,83.44,771.0,3900.0,0.54,0.55
Kepler-1367 b,1,1.57409027,0.022,850.0,89.38,0.0,134.74,869.0,3954.0,0.55,0.57
Kepler-1369 b,1,25.873148,0.1741,2.99,89.38,0.0,46.82,667.0,6036.0,1.09,1.05
Kepler-137 b,1,8.43639364,0.0786,1.66,87.09,0.0,77.27,756.0,5343.0,0.81,0.91
Kepler-137 c,1,18.73575579,0.1337,2.15,88.81,0.0,26.7,580.0,5343.0,0.81,0.91
Kepler-1370 b,1,20.2641684,0.1563,1.77,89.95,0.0,93.49,793.0,6292.0,1.28,1.25
Kepler-1371 b,1,3.4462125,0.0393,700.0,85.56,0.0,251.24,1015.0,5374.0,0.72,0.68
Kepler-1371 c,1,2.00541269,0.0274,530.0,88.81,0.0,516.85,1216.0,5374.0,0.72,0.68
Kepler-1372 b,1,1.31155891,0.024,1.15,87.6,0.0,1776.99,1655.0,5926.0,0.96,1.07
Kepler-1373 b,1,1.29123275,0.0239,870.0,85.37,0.0,2702.99,1839.0,6341.0,1.03,1.08
Kepler-1375 b,1,3.3004192,0.0445,1.21,87.66,0.0,1022.14,1442.0,6277.0,1.21,1.07
Kepler-1376 b,1,5.30873978,0.0598,1.08,89.26,0.0,279.21,1042.0,5914.0,0.95,1.01
Kepler-1377 b,1,0.74092842,0.0153,1.32,87.66,0.0,2909.21,1873.0,5618.0,0.87,0.87
Kepler-1378 b,1,11.95401876,0.0885,2.1,88.26,0.0,17.92,525.0,4359.0,0.66,0.65
Kepler-1380 b,1,10.3108245,0.0917,1.34,89.38,0.0,90.1,786.0,5708.0,0.89,0.97
Kepler-1382 b,1,16.3583055,0.1307,1.08,88.81,0.0,70.99,740.0,6046.0,1.01,1.11
Kepler-1385 b,1,2.88878583,0.0415,840.0,88.09,0.0,969.05,1423.0,5696.0,1.33,1.14
Kepler-1386 b,1,6.73972381,0.0699,1.09,89.38,0.0,176.73,930.0,5770.0,0.93,1.0
Kepler-1387 b,1,2.27952666,0.031,930.0,87.09,0.0,374.78,1122.0,5017.0,0.8,0.76
Kepler-1389 b,1,99.2530951,0.3825,1.77,89.95,0.0,2.41,318.0,5129.0,0.75,0.76
Kepler-139 b,1,15.77111583,0.1249,2.73,89.95,0.0,82.18,768.0,5616.0,1.2,1.04
Kepler-139 d,1,7.30570633,0.0744,2.11,87.97,0.0,210.72,972.0,5620.0,1.14,1.02
Kepler-1390 b,1,6.48021673,0.0647,920.0,89.38,0.0,136.78,872.0,5662.0,0.79,0.86
Kepler-1391 b,1,54.4092333,0.2796,1.36,89.38,0.0,10.91,464.0,5883.0,0.89,0.98
Kepler-1393 b,1,2.44357812,0.0344,700.0,85.94,0.0,570.96,1247.0,5771.0,0.82,0.91
Kepler-1394 b,1,3.93766786,0.0555,1.36,87.96,0.0,3388.82,1947.0,6277.0,2.74,1.47
Kepler-1395 b,1,3.78470649,0.0519,1.18,89.95,0.0,2201.61,1747.0,6461.0,1.95,1.3
Kepler-1397 b,1,47.449955,0.2451,1.37,89.95,0.0,14.67,499.0,5869.0,0.91,0.87
Kepler-1398 b,1,2.78815679,0.039,770.0,84.8,0.0,861.28,1382.0,6245.0,0.98,1.01
Kepler-1398 c,1,4.13827684,0.051,1.13,86.45,0.0,725.53,1324.0,5758.0,1.39,1.03
Kepler-1406 b,1,11.62904159,0.0987,1.31,85.67,0.0,125.89,854.0,5721.0,1.13,0.94
Kepler-1407 b,1,20.0711504,0.1494,2.16,89.38,0.0,69.25,736.0,6086.0,1.12,1.1
Kepler-1408 b,1,2.99793191,0.0417,840.0,87.09,0.0,1234.68,1512.0,6295.0,1.24,1.07
Kepler-1409 b,1,0.76486493,0.0152,1.1,85.37,0.0,2145.14,1736.0,5231.0,0.86,0.81
Kepler-1411 b,1,86.1150888,0.3998,3.24,89.95,0.0,9.17,444.0,6167.0,1.06,1.15
Kepler-1413 b,1,13.1829642,0.1066,1.92,89.38,0.0,45.19,661.0,5382.0,0.83,0.93
Kepler-1414 b,1,3.51576315,0.0426,1.44,89.38,0.0,269.57,1033.0,5094.0,0.9,0.83
Kepler-1415 b,1,0.63642485,0.0144,1.31,86.33,0.0,2754.93,1846.0,5343.0,0.89,0.99
Kepler-1416 b,1,1.49514952,0.0248,860.0,89.95,0.0,2103.03,1727.0,5710.0,1.17,0.91
Kepler-1417 b,1,20.3505213,0.1431,1.0,88.24,0.0,55.07,695.0,5952.0,1.0,0.94
Kepler-1418 b,1,22.4764425,0.1309,1.32,89.38,0.0,7.29,419.0,4560.0,0.57,0.59
Kepler-1419 b,1,42.5215895,0.2391,2.6,89.95,0.0,15.97,510.0,5911.0,0.91,1.01
Kepler-142 b,1,2.02414559,0.0306,1.98,84.8,0.0,1587.5,1610.0,5726.0,1.24,0.93
Kepler-1421 b,1,6.9131112,0.0749,710.0,89.95,0.0,386.64,1131.0,6540.0,1.15,1.17
Kepler-1427 b,1,0.96897238,0.0196,1.09,85.37,0.0,2772.48,1851.0,5853.0,1.01,1.07
Kepler-1428 b,1,10.6761592,0.1059,1.79,88.6,0.0,285.79,1049.0,6460.0,1.43,1.39
Kepler-143 b,1,16.00749754,0.1239,1.82,89.95,0.0,81.79,767.0,6010.0,1.04,0.99
Kepler-143 c,1,27.08247084,0.1759,2.36,88.24,0.0,40.58,644.0,6010.0,1.04,0.99
Kepler-1430 b,1,2.46050993,0.0304,1.03,89.38,0.0,208.54,969.0,4811.0,0.63,0.62
Kepler-1432 b,1,23.9107056,0.1696,1.91,89.33,0.0,59.76,709.0,6338.0,1.09,1.14
Kepler-1433 b,1,4.13592271,0.0523,1.33,89.38,0.0,515.81,1215.0,6164.0,1.04,1.11
Kepler-1434 b,1,8.05333618,0.0803,860.0,88.81,0.0,467.3,1186.0,6350.0,1.44,1.06
Kepler-1435 b,1,4.45342418,0.0546,900.0,85.8,0.0,740.51,1331.0,6256.0,1.27,1.09
Kepler-1436 b,1,9.705716,0.0881,1.26,88.24,0.0,186.89,943.0,6198.0,1.05,0.97
Kepler-1438 b,1,2.31942009,0.033,860.0,87.66,0.0,561.12,1241.0,5551.0,0.85,0.89
Kepler-1439 b,1,8.07392849,0.0579,1.3,88.81,0.0,5.6,392.0,3471.0,0.38,0.4
Kepler-1443 b,1,2.41811321,0.0356,790.0,84.8,0.0,1443.27,1572.0,6379.0,1.11,1.03
Kepler-1444 b,1,33.4203001,0.2015,2.46,88.55,0.0,27.02,581.0,5731.0,1.07,0.98
Kepler-1445 b,1,10.60052083,0.0948,1.09,86.66,0.0,224.28,987.0,6035.0,1.3,1.01
Kepler-1446 b,1,0.68996783,0.0151,1.86,88.81,0.0,6665.5,2304.0,4854.0,1.75,0.97
Kepler-1447 b,1,56.6746666,0.2836,4.01,89.44,0.0,17.59,522.0,5541.0,1.29,0.94
Kepler-1449 b,1,13.2274753,0.1176,1.94,85.35,0.0,133.34,867.0,6269.0,1.16,1.24
Kepler-145 b,1,22.95068896,0.1732,2.2,89.38,0.0,145.5,886.0,6144.0,1.85,1.32
Kepler-1450 b,1,54.5094166,0.2392,1.55,89.95,0.0,2.19,310.0,4405.0,0.61,0.61
Kepler-1451 b,1,35.622233,0.2097,2.9,88.24,0.0,17.42,521.0,5796.0,0.87,0.97
Kepler-1452 b,1,42.913751,0.2457,1.63,89.95,0.0,31.37,604.0,6148.0,1.22,1.07
Kepler-1454 b,1,47.0320478,0.2447,1.98,89.85,0.0,13.83,492.0,5370.0,1.05,0.88
Kepler-1457 b,1,51.1104797,0.2668,1.6,89.97,0.0,12.38,478.0,5968.0,0.88,0.97
Kepler-1458 b,1,47.9872764,0.2495,2.93,89.95,0.0,14.01,493.0,5641.0,0.98,0.9
Kepler-146 b,1,31.15879749,0.1931,3.23,89.38,0.0,39.77,640.0,6197.0,1.06,0.99
Kepler-146 c,1,76.7325168,0.3521,2.91,89.95,0.0,11.96,474.0,6197.0,1.06,0.99
Kepler-1462 b,1,65.6491001,0.3094,2.52,89.97,0.0,5.48,390.0,5436.0,0.82,0.92
Kepler-1463 b,1,25.15864,0.1694,1.83,89.95,0.0,34.7,619.0,5973.0,0.94,1.02
Kepler-1467 b,1,47.0568476,0.2388,2.84,89.98,0.0,6.72,411.0,5288.0,0.74,0.83
Kepler-1468 c,1,3.54553021,0.0459,1.07,87.09,0.0,515.05,1215.0,5973.0,0.98,1.02
Kepler-1468 d,1,19.5906167,0.1434,1.7,89.95,0.0,52.77,687.0,5973.0,0.98,1.02
Kepler-1469 b,1,21.8634638,0.1466,2.37,89.32,0.0,21.77,551.0,5383.0,0.79,0.89
Kepler-147 c,1,33.4160553,0.2102,2.98,85.15,0.0,53.18,689.0,6007.0,1.42,1.11
Kepler-1471 c,1,11.6044694,0.0929,1.46,89.95,0.0,89.2,784.0,5881.0,0.85,0.79
Kepler-1473 b,1,14.4273551,0.116,1.15,89.38,0.0,88.9,783.0,5929.0,1.04,1.0
Kepler-1475 b,1,82.177374,0.373,2.2,89.95,0.0,8.92,441.0,6247.0,0.95,1.02
Kepler-1476 b,1,10.35857039,0.0932,1.68,89.86,0.0,129.28,860.0,5893.0,1.02,1.0
Kepler-1477 b,1,11.55530021,0.0911,1.26,89.38,0.0,48.88,674.0,5149.0,0.8,0.76
Kepler-1478 b,1,26.0840594,0.1681,1.4,89.95,0.0,30.2,598.0,6081.0,0.83,0.93
Kepler-148 b,1,1.72936647,0.0272,1.87,89.38,0.0,655.74,1291.0,5271.0,0.84,0.89
Kepler-148 d,1,51.84688575,0.2623,8.95,89.38,0.0,7.05,416.0,5271.0,0.84,0.89
Kepler-1481 b,1,5.94220998,0.0588,1.27,89.95,0.0,96.02,798.0,4922.0,0.8,0.77
Kepler-1483 b,1,9.5085156,0.0899,1.07,87.66,0.0,182.21,937.0,6328.0,1.01,1.07
Kepler-1484 b,1,30.4544418,0.1939,2.6,86.35,0.0,35.92,624.0,6283.0,0.98,1.05
Kepler-1485 b,1,19.9158863,0.1467,1.41,87.45,0.0,66.31,728.0,6047.0,1.09,1.06
Kepler-1486 b,1,54.6495759,0.2898,2.26,89.38,0.0,16.9,517.0,6112.0,1.07,1.08
Kepler-1487 b,1,7.31946363,0.0747,1.24,86.52,0.0,252.76,1017.0,6444.0,0.96,1.03
Kepler-1488 b,1,39.818832,0.2285,2.23,88.51,0.0,42.32,650.0,5710.0,1.52,1.0
Kepler-1489 b,1,82.294751,0.3579,1.67,89.95,0.0,6.56,408.0,6004.0,0.85,0.9
Kepler-149 b,1,29.1989838,0.1757,3.77,89.95,0.0,18.75,531.0,5529.0,0.83,0.85
Kepler-149 c,1,55.3291399,0.2779,1.67,89.8,0.0,8.55,436.0,5376.0,0.94,0.93
Kepler-1491 b,1,16.5860329,0.127,2.09,89.47,0.0,107.25,821.0,5626.0,1.39,0.99
Kepler-1492 b,1,16.7525077,0.1262,3.65,88.39,0.0,97.43,801.0,4807.0,1.8,0.95
Kepler-1493 b,1,15.0219784,0.1197,1.77,82.45,0.0,137.91,874.0,5831.0,1.38,1.01
Kepler-1494 b,1,91.080482,0.3982,3.34,88.81,0.0,7.02,415.0,5915.0,1.01,1.01
Kepler-1495 b,1,85.273256,0.3677,3.01,89.95,0.0,9.1,443.0,5922.0,1.06,0.91
Kepler-1496 b,1,64.6588017,0.3255,1.79,89.95,0.0,13.34,487.0,6197.0,1.03,1.1
Kepler-1497 b,1,8.74199772,0.0832,1.69,89.38,0.0,153.72,898.0,5878.0,1.0,1.0
Kepler-1498 b,1,48.051405,0.2432,1.46,89.95,0.0,9.86,452.0,5359.0,0.89,0.83
Kepler-150 b,1,3.42804168,0.044,1.34,88.81,0.0,473.14,1189.0,5862.0,0.93,0.96
Kepler-150 c,1,7.38197725,0.0733,3.7,88.24,0.0,170.48,922.0,5862.0,0.93,0.96
Kepler-150 d,1,12.56092796,0.1045,2.88,89.95,0.0,83.88,772.0,5862.0,0.93,0.96
Kepler-150 e,1,30.8261043,0.1858,3.18,86.76,0.0,20.68,544.0,5559.0,0.91,0.9
Kepler-1500 b,1,15.0330623,0.1236,2.18,84.02,0.0,175.74,928.0,5849.0,1.6,1.11
Kepler-1501 b,1,14.5565618,0.1228,1.08,89.93,0.0,90.4,787.0,6065.0,1.06,1.16
Kepler-1502 b,1,41.7083629,0.2482,2.11,89.38,0.0,33.46,613.0,6446.0,1.16,1.17
Kepler-1504 b,1,82.304003,0.3562,2.27,89.95,0.0,5.55,391.0,5751.0,0.85,0.89
Kepler-1506 b,1,14.0329154,0.1168,1.46,89.95,0.0,88.83,783.0,6063.0,1.0,1.08
Kepler-1508 b,1,20.7057153,0.1629,3.22,82.32,0.0,206.73,967.0,5668.0,2.44,1.34
Kepler-1509 b,1,25.4337864,0.1707,2.0,89.55,0.0,46.8,667.0,5806.0,1.16,1.02
Kepler-151 c,1,24.67458244,0.1589,2.33,88.69,0.0,20.71,544.0,5456.0,0.81,0.88
Kepler-1510 b,1,84.703921,0.3888,2.97,89.95,0.0,11.85,473.0,6286.0,1.13,1.09
Kepler-1511 b,1,23.2385587,0.1753,2.18,88.98,0.0,157.09,903.0,6602.0,1.69,1.33
Kepler-1512 b,1,20.35972599,0.1294,1.24,89.95,0.0,11.89,474.0,4623.0,0.7,0.7
Kepler-1514 b,1,217.83184293,0.7545,11.17,90.0,0.0,3.29,343.0,6259.0,1.17,1.21
Kepler-1516 b,1,7.25931979,0.0718,1.61,88.81,0.0,206.88,967.0,5914.0,0.99,0.94
Kepler-1518 b,1,5.11177904,0.0593,2.25,89.38,0.0,788.0,1351.0,6432.0,1.34,1.06
Kepler-1518 c,1,9.630953,0.0905,3.33,77.92,0.0,338.33,1094.0,6432.0,1.34,1.06
Kepler-1519 b,1,240.7989397,0.7509,6.84,89.38,0.0,1.52,283.0,5911.0,0.89,0.97
Kepler-152 b,1,18.20795835,0.1265,3.08,88.77,0.0,21.86,551.0,5176.0,0.74,0.83
Kepler-1520 b,1,0.65355357,0.0129,5.32,66.46,0.0,1004.07,1436.0,4550.0,0.66,0.67
Kepler-1521 b,1,47.14840805,0.2579,6.46,89.95,0.0,34.14,616.0,5089.0,1.95,1.03
Kepler-1522 b,1,1.84788917,0.0289,1.56,88.24,0.0,864.2,1383.0,5770.0,0.85,0.94
Kepler-1524 b,1,70.9672087,0.3392,2.84,89.54,0.0,8.66,438.0,5818.0,0.99,1.03
Kepler-1526 b,1,3.908632,0.0418,2.31,85.37,0.0,91.01,788.0,4518.0,0.65,0.64
Kepler-1527 b,1,160.129918,0.5756,3.26,89.38,0.0,3.09,338.0,6075.0,0.92,0.99
Kepler-1528 b,1,1.79111021,0.0296,1.39,87.66,0.0,1356.76,1548.0,6040.0,1.0,1.07
Kepler-1529 b,1,5.33905606,0.0525,1.9,89.96,0.0,105.25,817.0,5057.0,0.7,0.68
Kepler-153 c,1,46.9025112,0.2337,2.5,89.95,0.0,10.44,458.0,5402.0,0.86,0.77
Kepler-1530 b,1,2.5904434,0.0371,2.41,89.38,0.0,1147.44,1484.0,5678.0,1.3,1.01
Kepler-1530 c,1,5.3235335,0.06,2.69,85.11,0.0,438.71,1167.0,5678.0,1.3,1.01
Kepler-1530 d,1,9.2075634,0.0865,5.5,85.3,0.0,211.08,972.0,5678.0,1.3,1.01
Kepler-1531 b,1,1.13854338,0.0217,1.27,87.09,0.0,8028.94,2414.0,6522.0,1.53,1.05
Kepler-1532 b,1,1.09366356,0.0205,1.35,85.37,0.0,1864.25,1676.0,5835.0,0.87,0.96
Kepler-1534 b,1,5.71668787,0.0599,1.92,88.04,0.0,196.51,955.0,5638.0,0.88,0.88
Kepler-1535 b,1,138.9442,0.5125,1.97,89.95,0.0,3.26,343.0,6049.0,0.84,0.93
Kepler-1536 b,1,364.758031,0.8507,2.98,89.38,0.0,0.18,166.0,4386.0,0.63,0.62
Kepler-1537 b,1,1.44445234,0.0245,2.03,89.18,0.0,2479.44,1800.0,5305.0,1.45,0.94
Kepler-1538 b,1,175.13892,0.6095,3.06,89.97,0.0,3.39,346.0,5497.0,1.24,0.98
Kepler-154 b,1,33.0405635,0.1957,1.97,89.95,0.0,20.1,540.0,5937.0,0.83,0.92
Kepler-154 c,1,62.3027873,0.2987,2.73,88.81,0.0,8.63,437.0,5937.0,0.83,0.92
Kepler-154 e,1,3.93276465,0.0474,1.29,88.24,0.0,342.58,1097.0,5937.0,0.83,0.92
Kepler-154 f,1,9.91935684,0.0878,1.26,85.94,0.0,99.85,806.0,5937.0,0.83,0.92
Kepler-1540 b,2,125.4132302,0.4426,3.14,89.82,0.0,1.18,266.0,4641.0,0.75,0.73
Kepler-1541 b,1,8.40691199,0.0781,2.15,89.38,0.0,285.67,1048.0,5365.0,1.53,0.9
Kepler-1542 b,1,3.95116635,0.0479,830.0,88.05,0.0,427.07,1160.0,5574.0,1.06,0.93
Kepler-1542 c,1,2.89223021,0.0379,830.0,89.38,0.0,951.8,1417.0,5731.0,1.19,0.87
Kepler-1543 b,1,6.96704926,0.0867,6.14,82.12,0.0,2341.58,1774.0,6303.0,3.53,1.79
Kepler-1544 b,1,168.811174,0.54,1.83,89.95,0.0,1.02,256.0,4893.0,0.76,0.73
Kepler-1546 b,1,19.5974971,0.1366,3.4,89.38,0.0,47.9,671.0,5569.0,1.02,0.88
Kepler-1548 b,1,124.827797,0.4679,2.57,89.96,0.0,3.56,350.0,5349.0,1.03,0.88
Kepler-1549 b,1,214.881456,0.6687,2.68,89.99,0.0,1.59,286.0,5323.0,0.99,0.86
Kepler-1550 b,1,225.582809,0.7333,2.65,89.95,0.0,2.24,312.0,6184.0,0.96,1.03
Kepler-1551 b,1,24.4973698,0.1766,2.56,89.38,0.0,61.53,714.0,6362.0,1.14,1.22
Kepler-1553 b,1,4.24263096,0.0481,1.1,89.08,0.0,174.24,926.0,5072.0,0.82,0.82
Kepler-1555 b,1,8.10501635,0.081,1.55,88.81,0.0,206.27,966.0,6208.0,1.01,1.07
Kepler-1556 b,1,8.82713457,0.082,2.06,89.95,0.0,154.93,900.0,5812.0,1.01,0.94
Kepler-1557 b,1,3.74032496,0.0486,1.35,89.38,0.0,604.8,1265.0,6225.0,1.03,1.09
Kepler-1559 b,1,0.97191543,0.0187,700.0,85.37,0.0,1476.97,1581.0,5406.0,0.82,0.93
Kepler-1561 b,1,1.00520589,0.0194,850.0,88.34,0.0,1893.23,1682.0,5718.0,0.86,0.96
Kepler-1562 b,1,64.2737752,0.3337,4.72,89.38,0.0,25.0,570.0,6362.0,1.38,1.2
Kepler-1565 b,1,1.53818532,0.0241,1.29,82.28,0.0,547.92,1234.0,5107.0,0.72,0.79
Kepler-1566 b,1,0.53991524,0.0118,680.0,88.81,0.0,2104.36,1727.0,5166.0,0.68,0.75
Kepler-1567 b,1,153.979362,0.552,2.53,89.98,0.0,2.82,330.0,5858.0,0.9,0.94
Kepler-1568 b,1,20.925392,0.1499,1.38,89.95,0.0,66.95,730.0,5821.0,1.21,1.02
Kepler-1569 b,1,5.79180156,0.064,1.25,89.38,0.0,377.8,1124.0,6185.0,1.09,1.04
Kepler-157 b,1,1.73234549,0.0285,1.27,89.38,0.0,1235.77,1512.0,5988.0,0.93,1.02
Kepler-157 c,1,13.54056874,0.1121,2.33,86.52,0.0,79.88,762.0,5988.0,0.93,1.02
Kepler-1572 b,1,5.49548621,0.0614,1.33,89.38,0.0,661.04,1293.0,6157.0,1.39,1.02
Kepler-1574 b,1,6.94245216,0.0743,1.34,87.95,0.0,239.39,1003.0,6108.0,1.03,1.13
Kepler-1575 b,1,2.55314213,0.0366,1.33,87.66,0.0,699.7,1312.0,5970.0,0.91,1.0
Kepler-1576 b,1,6.98472143,0.0726,1.19,88.54,0.0,297.15,1059.0,5839.0,1.23,1.04
Kepler-1577 b,1,6.30560247,0.0657,2.65,88.24,0.0,378.9,1125.0,4934.0,1.76,0.95
Kepler-1579 b,1,0.84990789,0.014,590.0,87.66,0.0,394.33,1136.0,4294.0,0.5,0.5
Kepler-1580 b,1,56.6449279,0.2875,1.19,89.38,0.0,21.65,550.0,6102.0,1.2,0.98
Kepler-1581 b,1,6.28384079,0.0674,730.0,89.49,0.0,356.49,1108.0,5888.0,1.23,1.04
Kepler-1582 b,1,4.83809469,0.0316,790.0,89.98,0.0,3.7,354.0,3187.0,0.2,0.18
Kepler-1585 b,1,3.5827463,0.0445,1.72,89.38,0.0,302.74,1064.0,5448.0,0.87,0.91
Kepler-1586 b,1,15.604841,0.1266,1.57,87.81,0.0,248.62,1013.0,6254.0,1.71,1.11
Kepler-1587 b,1,9.4061364,0.0878,1.14,88.33,0.0,219.36,981.0,5855.0,1.27,1.02
Kepler-159 c,1,43.58642609,0.195,2.64,88.81,0.0,1.35,275.0,3894.0,0.5,0.52
