planet_name;number_of_stars;orbital_period;orbit_semi_major_axis;planet_radius;Inclination;eccentricity;insolation_flux;Radial_Velocity_Amplitude;planet_temperature;star_temperature;star_radius;star_mass;calc_semi_major_axis
CoRoT-14 b;1;1.51214;0.02691;12.218;79.6;0.036;;1193.0;;6040.0;1.21;1.13;0.026854819924011307
CoRoT-16 b;1;5.35227;0.0618;13.11;85.01;0.33;;61.96;;5650.0;1.19;1.1;0.06181459095239726
CoRoT-16 b;1;5.35227;0.0618;13.115;85.01;0.37;;62.6;;5650.0;1.19;1.1;0.06181459095239726
CoRoT-17 b;1;3.7681;0.0481;11.433;88.3;0.081;;308.0;;5740.0;1.59;1.04;0.048013218786031465
CoRoT-17 b;1;3.7681;0.0481;11.287;89.3;;;312.4;1610.0;5740.0;1.62;1.04;0.048013218786031465
CoRoT-17 b;1;3.7681;0.0461;11.43;88.34;0.0;;312.4;1626.0;5740.0;1.59;1.04;0.048013218786031465
CoRoT-18 b;1;1.90009;0.0288;12.846;89.9;;;;1487.0;;0.88;0.88;0.028770347077815107
CoRoT-18 b;1;1.90008625;;15.05;;;823.7;;1366.0;5440.0;0.93;;
CoRoT-18 b;1;1.9000693;0.0295;14.684;86.5;0.025;;588.0;;5440.0;1.0;0.95;0.02951360482542504
CoRoT-18 b;1;1.9000769;;;;;;;;5440.0;1.0;0.95;0.02951368352544829
CoRoT-18 b;1;1.9000693;0.0295;14.68;86.5;0.08;;590.0;1550.0;5440.0;1.0;0.95;0.02951360482542504
CoRoT-18 b;1;1.9000693;0.0286;14.022;86.8;;;590.0;1490.0;5440.0;0.92;0.86;0.028550510183729404
CoRoT-19 b;1;3.89713;0.05166;14.46;88.0;0.056;;131.5;;6090.0;1.65;1.21;0.05164478587164663
CoRoT-19 b;1;3.89713;0.0512;13.339;89.7;;;126.0;1630.0;6090.0;1.58;1.18;0.051214392646249114
CoRoT-19 b;1;3.8971379;;;88.0;;;;;6090.0;1.65;1.21;0.05164485566551554
CoRoT-19 b;1;3.89712026;;13.493;;;1103.81;;1470.0;6090.0;1.64;;
CoRoT-19 b;1;3.897131;;;;;;;;6090.0;1.65;1.21;0.05164479470631618
CoRoT-19 b;1;3.89713;0.0518;14.46;88.0;0.047;;126.0;2000.0;6090.0;1.65;1.21;0.05164478587164663
CoRoT-2 b;2;1.742997;;;;;;;;5696.0;;;
CoRoT-2 b;2;1.7429935;0.02798;16.432;88.08;0.0143;;603.0;;5625.0;0.91;0.96;0.02796119220922116
CoRoT-2 b;2;1.7429935;0.02854;16.477;87.45;;;603.0;1548.0;5696.0;0.91;1.02;0.028531985709114787
CoRoT-2 b;2;1.74299673;;;;;;;;5529.0;0.94;0.97;0.028057979173712038
CoRoT-2 b;2;1.74299609;;16.533;88.27;;;;;5575.0;;;
CoRoT-2 b;2;1.74299906;;;;;;;;;;;
CoRoT-2 b;2;1.74299705;;;87.84;;;;;5696.0;;;
CoRoT-2 b;2;1.7429964;0.0281;16.421;87.84;0.0;;;;;;;
CoRoT-2 b;2;1.7429975;;15.85;88.07;0.0;;;1535.0;5625.0;0.9;0.97;0.028057987437121068
CoRoT-2 b;2;1.74299673;0.0281;16.432;88.08;0.024;;568.0;;5625.0;0.9;0.97;0.028057979173712038
CoRoT-2 b;2;1.74301433;;16.923;;;932.91;;1410.0;5529.0;0.94;;
CoRoT-2 b;2;1.7429935;0.02835;16.365;87.45;;;603.0;1521.0;5598.0;0.9;1.0;0.02834426984225606
CoRoT-20 b;1;9.24318;0.0891;11.209;85.9;;;;1024.0;;1.16;1.1;0.08897744503315216
CoRoT-20 b;1;9.24285;0.0901;9.416;88.21;0.575;;459.0;;5880.0;1.02;1.14;0.09004100131866875
CoRoT-20 b;1;9.24285;0.0902;9.42;88.21;0.562;;454.0;1002.0;5880.0;1.02;1.14;0.09004100131866875
CoRoT-20 b;1;9.24285;0.09;;88.21;0.59;;467.0;;;;1.14;0.09004100131866875
CoRoT-20 b;1;9.24285;0.0892;13.002;83.5;;;454.0;1100.0;5880.0;1.34;1.11;0.08924413650718044
CoRoT-20 b;1;9.24323029;;15.397;;;180.87;;935.0;5880.0;1.3;;
CoRoT-20 c;1;1675.0;2.9;;;0.6;;326.0;;;;1.14;2.8834532880972255
CoRoT-21 b;1;2.72474;0.0416;14.572;86.8;0.39;;296.0;;6200.0;1.95;1.29;0.041560558705864066
CoRoT-21 b;1;2.72474;0.0417;14.572;86.8;0.0;;274.0;;6200.0;1.95;1.29;0.041560558705864066
CoRoT-22 b;1;9.75598;0.092;4.88;89.749;0.077;;3.7;885.0;5939.0;1.14;1.1;0.09223864719537413
CoRoT-23 b;1;3.6313;0.048;11.77;85.7;0.16;;377.0;1660.0;5900.0;1.61;1.14;0.04829970361409638
CoRoT-23 b;1;3.6313;0.04809;13.227;84.7;;;377.0;1710.0;5900.0;1.74;1.12;0.048015581136865076
CoRoT-23 b;1;3.6313;0.0484;11.769;85.7;0.16;;378.0;;5900.0;1.61;1.14;0.04829970361409638
CoRoT-24 b;1;5.1134;0.056;3.7;86.5;0.0;;2.1;1070.0;4950.0;0.86;0.91;0.05628876727694065
CoRoT-24 c;1;11.759;0.098;5.0;89.0;0.0;;8.3;850.0;4950.0;0.86;0.91;0.09806833905726627
CoRoT-25 b;1;4.86069;0.0578;12.11;84.5;0.0;;29.0;1330.0;6040.0;1.19;1.09;0.05779304060869056
CoRoT-25 b;1;4.86069;0.05789;12.106;84.5;0.22;;33.5;;6040.0;1.19;1.09;0.05779304060869056
CoRoT-26 b;1;4.20474;0.0526;14.12;86.8;0.0;;61.0;1600.0;5590.0;1.79;1.09;0.052469028833754976
CoRoT-26 b;1;4.20474;0.0525;14.123;86.8;0.41;;66.0;;5590.0;1.79;1.09;0.052469028833754976
CoRoT-27 b;1;3.57532;0.0467;11.287;86.7;0.034;;1324.0;;5900.0;1.08;1.05;0.04650944325379869
CoRoT-27 b;1;3.57532;0.0476;11.287;86.7;0.065;;1326.0;1500.0;5900.0;1.08;1.05;0.04650944325379869
CoRoT-28 b;1;5.20851;0.059;10.705;88.1;0.071;;56.3;;5150.0;1.78;1.01;0.05899984739810607
CoRoT-28 b;1;5.20851;0.0603;10.705;88.1;0.047;;56.4;;5150.0;1.78;1.01;0.05899984739810607
CoRoT-29 b;1;2.85057;0.039;10.088;87.3;0.12;;125.0;;5260.0;0.9;0.97;0.03894752042856438
CoRoT-29 b;1;2.85057;0.0386;10.088;87.3;0.082;;125.0;;5260.0;0.9;0.97;0.03894752042856438
CoRoT-29 b;1;2.8505615;;;85.8;;;;;5268.0;1.08;0.9;0.03798707686122651
CoRoT-3 b;1;4.2567994;0.0574;11.321;85.9;0.016;;2173.0;;6740.0;1.56;1.37;0.05709048612888335
CoRoT-3 b;1;4.2567994;0.05783;11.624;85.8;;;2170.0;1695.0;6740.0;1.57;1.4;0.05750419973461289
CoRoT-3 b;1;4.2567994;0.05694;11.135;86.1;0.008;;2169.9;;;1.54;1.36;0.05695124048785456
CoRoT-3 b;1;;;;;;;;;6558.0;1.44;1.41;
CoRoT-3 b;1;4.2568;;11.32;85.9;0.0;;;;6740.0;1.56;1.37;0.05709049149352278
CoRoT-30 b;1;9.06005;0.0844;11.31;90.0;0.007;;283.0;;5650.0;0.91;0.98;0.08448193458860923
CoRoT-31 b;1;4.62941;0.0586;16.365;83.2;0.02;;88.0;;5700.0;2.15;1.25;0.05855830942409804
CoRoT-35 b;1;3.22748;0.0429;18.831;84.1;0.0;;150.0;1747.0;6390.0;1.65;1.01;0.042882911124654415
CoRoT-36 b;1;5.616531;0.066;15.805;85.83;0.0;;65.0;1567.0;6730.0;1.52;1.32;0.0678325555993178
CoRoT-4 b;1;9.20205;0.09025;13.339;90.0;0.14;;62.4;;6190.0;1.17;1.16;0.09029779620021075
CoRoT-4 b;1;9.20205;0.0912;13.002;89.96;;;63.0;1058.0;6190.0;1.15;1.19;0.09106960966575556
CoRoT-4 b;1;9.20164964;;13.437;;;203.95;;964.0;6190.0;1.12;;
CoRoT-4 b;1;9.20205;0.09;13.34;90.0;0.0;;63.0;1074.0;6190.0;1.17;1.16;0.09029779620021075
CoRoT-5 b;1;4.03790124;;18.383;;;786.29;;1351.0;6100.0;1.27;;
CoRoT-5 b;1;4.0378962;0.05004;13.249;86.24;;;59.1;1348.0;6100.0;1.05;1.02;0.049954151487383386
CoRoT-5 b;1;4.0378962;0.04947;15.558;85.83;0.09;;59.1;1438.0;6100.0;1.19;1.0;0.0496254962390159
CoRoT-5 b;1;4.0378962;0.04963;15.558;85.83;0.087;;61.1;;6100.0;1.19;1.0;0.0496254962390159
CoRoT-5 b;1;4.0379156;;;;;;;;;;;
CoRoT-5 b;1;4.0379156;0.0495;14.079;85.68;;;;1397.0;;1.11;0.99;0.04945968185807773
CoRoT-6 b;1;8.886593;0.0855;13.283;88.88;;;280.0;1025.0;6090.0;1.04;1.05;0.08534040942016465
CoRoT-6 b;1;8.8866287;;;;;;;;;;;
CoRoT-6 b;1;8.886593;0.0854;13.07;89.07;0.18;;285.0;;6090.0;1.02;1.05;0.08534040942016465
CoRoT-6 b;1;8.886593;0.0855;13.068;89.07;0.1;;280.0;1017.0;6090.0;1.02;1.05;0.08534040942016465
CoRoT-7 b;1;0.853585;0.0172;1.68;80.1;;;;;5275.0;0.87;0.93;0.017189381939465655
CoRoT-7 b;1;0.853585;0.017;;80.0;0.0;;3.5;;5256.0;0.86;0.9;0.01700252603227315
CoRoT-7 b;1;0.85359159;0.017016;1.585;80.78;0.0;;3.94;1756.0;5259.0;0.82;0.91;0.01706535438266071
CoRoT-7 b;1;0.853585;0.0169;1.861;79.6;;;5.04;1910.0;5250.0;0.96;0.88;0.01687563678072685
CoRoT-7 b;1;0.8535;;1.528;80.98;;;4.291;;5250.0;;0.92;0.017126412036142947
CoRoT-7 b;1;0.854;;1.58;;;;3.37;;5313.0;0.84;0.88;0.01688110612230496
CoRoT-7 b;1;0.85359163;;1.681;80.1;0.0;;3.1;;5275.0;0.83;0.82;0.016483122197511763
CoRoT-7 b;1;0.85359165;0.017;;;0.12;;3.42;;5256.0;0.86;0.9;0.017002614339550734
CoRoT-7 c;1;3.697;;;;;;5.757;;5250.0;;0.92;0.04550896987099031
CoRoT-7 c;1;3.7;0.045;;;0.12;;6.01;;5256.0;0.86;0.9;0.045201212156788344
CoRoT-7 c;1;3.698;0.046;;80.0;0.0;;4.0;;5256.0;0.86;0.9;0.045184921963881436
CoRoT-7 d;1;8.966;;;;;;5.525;;5250.0;;0.92;0.08214791171206916
CoRoT-8 b;1;6.212381;0.06339;6.389;88.4;0.19;;27.6;;5080.0;0.77;0.88;0.06337739359331883
CoRoT-8 b;1;6.212445;0.0636;6.938;88.18;;;;870.0;;0.8;0.89;0.0636169927534265
CoRoT-8 b;1;6.21229;0.063;6.39;88.4;0.0;;26.0;;5080.0;0.77;0.88;0.0633767746833392
CoRoT-8 b;1;6.21229;0.0633;7.981;87.44;;;26.0;922.0;5080.0;0.9;0.88;0.0633767746833392
CoRoT-9 b;2;95.2738;0.407;11.77;89.99;0.11;;38.0;;5625.0;0.94;0.99;0.4068760737523909
CoRoT-9 b;2;95.272656;0.4029;11.949;89.9;0.134;;39.0;;5625.0;0.96;0.96;0.4027207635548428
CoRoT-9 b;2;95.272725;;;;;;;;;;;
CoRoT-9 b;2;95.2738;0.4027;11.624;89.97;;;38.0;413.0;5625.0;0.94;0.96;0.4027239873663808
CoRoT-9 b;2;95.272656;0.4021;11.949;89.9;0.133;;39.0;420.0;5625.0;0.96;0.96;0.4027207635548428
CoRoTID 223977153 b;1;6.71837;0.071;6.389;89.0;;132.26;14.0;938.0;5970.0;0.79;1.08;0.07149109670445436
CoRoTID 223977153 b;1;6.7183678;;;;;;;;5970.0;0.79;1.08;0.07149108109745232
DE CVn b;2;4098.1;5.75;;86.0;0.0;;;;;;0.51;4.004176280521382
DENIS-P J082303.1-491201 b;1;246.36;0.36;;56.6;0.345;;;;;;0.07;0.3169671384983668
DH Tau b;1;;;30.264;;;;;2200.0;4371.0;1.37;0.68;
DH Tau b;1;;330.0;;;;;;;;0.27;0.33;
DMPP-1 b;1;18.57;0.1462;;;0.083;;5.162;877.0;6196.0;1.26;1.21;0.1462416757200325
DMPP-1 c;1;6.584;0.0733;;;0.057;;2.884;1239.0;6196.0;1.26;1.21;0.0732582320861923
DMPP-1 d;1;2.882;0.0422;;;0.07;;1.326;1632.0;6196.0;1.26;1.21;0.04223370706428299
DMPP-1 e;1;5.516;0.0651;;;0.07;;1.316;1314.0;6196.0;1.26;1.21;0.06510475725876333
DMPP-2 b;1;5.2072;0.0664;;;0.078;;40.26;1000.0;6500.0;1.78;1.44;0.0663934289245602
DMPP-3 A b;2;6.6736;0.0662;;;0.0;;950.0;854.0;;;;
DMPP-3 A b;2;6.6732;0.0662;;;0.14;;970.0;854.0;5138.0;0.91;0.87;0.06622123468308809
DMPP-4 b;1;3.4982;0.04853;;;0.063;;4.43;;6400.0;1.38;1.25;0.04858115735538763
DP Leo b;2;10220.0;8.19;;;0.39;;;;;;0.69;8.144261748107148
DP Leo b;2;8693.0;8.6;;;;;;;;;;
DS Tuc A b;2;8.13822218;;6.176;;;115.83;;837.0;5414.0;0.95;;
DS Tuc A b;2;8.1387;;5.63;88.83;;;;;5542.0;0.87;0.96;0.07811393813186912
DS Tuc A b;2;8.138268;;5.7;89.5;0.0;;;850.0;5428.0;0.96;1.01;0.07944438579805743
EPIC 201170410.02;1;6.7987;0.0349;1.047;89.002;0.0;;;;3648.0;0.28;0.29;0.04648912228387617
EPIC 201238110 b;1;28.1656;;1.87;;;;;;;;0.41;0.1345887375054089
EPIC 201238110 b;1;28.1696;;2.2;;;;;;;0.37;;
EPIC 201427007 b;1;0.72091;;1.5;88.5;;;;;5633.0;0.94;;
EPIC 201497682 b;1;2.13174;;692.0;;;;;;;;0.78;0.029839333567517747
EPIC 201595106 b;1;0.877183;;1.406;84.701;;;;;5705.0;0.93;;
EPIC 201595106 b;1;0.87703;;1.2;;;;;1874.0;5711.17;0.99;1.02;0.01805002408051044
EPIC 201595106 b;1;0.87724;0.0177;1.565;78.2;0.0;2852.0;5.19;2038.0;5679.0;0.98;0.96;0.017691749874945307
EPIC 201595106 b;1;0.877214;;1.3;89.2;;;;;5820.0;0.93;;
EPIC 201615463 c;1;3.80464;;1.22;;;;;;;;1.07;0.048783362810066636
EPIC 201754305 d;1;2.71578;;1.03;;;;;;;;0.67;0.033334152676805
EPIC 201757695.02;1;2.0478;0.0296;908.0;89.276;0.0;;;;4520.0;0.66;0.73;0.02841629207749423
EPIC 201833600 c;1;3.96165;;1.48;;;;;;;0.63;;
EPIC 201833600 c;1;3.96151;;1.0;;;;;;;;0.61;0.04155454629501851
EPIC 201841433 b;1;4.1698;0.035;1.04;89.001;;;;;5053.0;0.63;0.8;0.04706610303493806
EPIC 201841433 b;1;4.16959;;1.1;;;;;;;;0.8;0.04706452278894682
EPIC 201841433 b;1;4.16888;;1.41;;;;;;;0.63;;
EPIC 205950854 c;1;8.050722;;1.31;89.81;;;;961.0;5502.7;0.83;0.88;0.07533304804790251
EPIC 205950854 c;1;8.0468;;1.18;;;;;;;;0.91;0.07615481448025821
EPIC 205950854 c;1;8.0516;;1.62;;;;;;;0.9;;
EPIC 206024342 b;1;4.50756;;1.7;;;;;;;;0.93;0.0521262828084795
EPIC 206024342 b;1;4.50717;;1.44;;;;;;;0.82;;
EPIC 206024342 c;1;0.9116567;;1.35;;;;;;5648.0;0.94;;
EPIC 206024342 c;1;0.911618;;1.16;;;;;;;0.82;;
EPIC 206024342 c;1;0.911724;;1.4;91.7;;;;;5724.0;1.1;;
EPIC 206024342 d;1;14.6435;;2.52;;;;;;;0.82;;
EPIC 206024342 d;1;14.647531;;2.6;90.0;;;;;5724.0;1.1;;
EPIC 206024342 d;1;14.637;;4.0;;;;;;6438.0;1.5;;
EPIC 206024342 d;1;14.641541;;2.94;;;;;;5648.0;0.94;;
EPIC 206032309 b;1;2.87814;;1.01;;;;;;;;0.22;0.02390471660122862
EPIC 206042996 b;1;5.29853;;3.32;;;;;;;0.67;;
EPIC 206042996 b;1;5.2986;;1.7;90.5;;;;;4114.0;0.5;;
EPIC 206042996 b;1;5.29711;;1.62;;;;;;;;0.56;0.04901813297423562
EPIC 206042996 c;1;0.354884;;1.2;89.9;;;;;4114.0;0.5;;
EPIC 206042996 c;1;0.35490972;;1.45;;;;;;3893.0;0.57;;
EPIC 206215704 b;1;2.25558;;2.0;;;;;;;0.37;;
EPIC 206215704 b;1;2.25372;;900.0;;;;;;;;0.41;0.024991712735432724
EPIC 206215704 b;1;2.255436;;1.0;89.9;;;;;3297.0;0.25;;
EPIC 206317286 b;1;1.58316;;1.22;;;;;;;0.67;;
EPIC 206317286 b;1;1.58252;;960.0;;;;;;;;0.71;0.023709388336303733
EPIC 206317286 c;1;17.5125;;2.15;;;;;;;0.67;;
EPIC 206317286 c;1;17.515472;;2.094;;;;;;4752.0;0.76;0.83;0.1240438840435418
EPIC 206317286 c;1;17.501662;;2.63;;;;;;4749.0;0.73;;
EPIC 211822797 b;1;21.17623917;;;;;;;;3811.0;0.6;0.59;0.1256371245975657
EPIC 211822797 b;1;21.1686;;2.18;;;;;;;0.64;;
EPIC 211822797 b;1;21.169619;;2.2;89.5;0.18;;;;3880.0;0.59;0.61;0.12701452891661977
EPIC 211822797 b;1;21.169861;0.131;1.98;89.73;0.06;3.5;;;4148.21;0.57;0.66;0.13039514202537852
EPIC 211822797 b;1;21.1595;;;;;;;;3811.0;0.6;0.59;0.12557090766656584
EPIC 211822797 b;1;21.1701963;0.1195;1.92;;;;;431.0;4057.0;0.58;0.62;0.1277071605073557
EPIC 211945201 b;1;19.4921498;;;87.9;;;;;6025.0;1.38;1.18;0.14978509235709125
EPIC 211945201 b;1;19.49221;0.1493;5.76;;;;;817.0;6069.0;1.39;1.17;0.14936107723473618
EPIC 211945201 b;1;19.492132;;6.0;;;;;;;1.48;;
EPIC 211945201 b;1;19.491965;;6.8;;;;;;6320.0;1.49;;
EPIC 211945201 b;1;19.491;;;;;;;;6128.0;1.36;1.16;0.14892816540395923
EPIC 211945201 b;1;19.49183;;5.96;;;;;;;1.4;;
EPIC 211945201 b;1;19.49213;0.148;6.12;87.9;0.0;;5.7;886.0;6025.0;1.38;1.18;0.1497849909232538
EPIC 211945201 b;1;19.491795;;5.847;89.333;;;;;6046.0;1.41;;
EPIC 211945201 b;1;19.4921473;;5.507;;;31.91;;662.0;6128.0;1.36;;
EPIC 211945201 b;1;19.50735025;;;;;;;;6128.0;1.36;1.16;0.1490114405026718
EPIC 212297394 b;1;2.28943;;1.323;;;;;;;;0.83;0.03194814934546361
EPIC 212297394 b;1;2.28896;;1.83;;;;;;;0.75;;
EPIC 212297394 b;1;2.289363;;1.48;;;;;1149.0;5171.0;0.8;0.83;0.03194752603560143
EPIC 212297394 c;1;5.21378;;2.29;;;;;;;0.75;;
EPIC 212297394 c;1;5.213;;;;;;;;5008.0;0.78;0.83;0.05529501025677968
EPIC 212297394 c;1;5.213965;;2.27;;;;;866.0;5171.0;0.8;0.83;0.05530183397169255
EPIC 212424622 b;1;18.0983;;2.17;;;;;;;;1.11;0.13968001630277502
EPIC 212424622 b;1;18.0971;;2.21;;;;;;;1.22;;
EPIC 212499991 b;1;34.885;;1.6;;;;;;;;0.91;0.20247638477063815
EPIC 212587672 b;1;15.2841;;1.12;;;;;;;;0.95;0.11848659277069803
EPIC 212587672 b;1;15.28078;;1.26;;;;;756.0;6004.0;0.98;0.99;0.12010935714243708
EPIC 212587672 b;1;15.2841;;1.39;;;;;;;0.98;;
EPIC 212587672 c;1;23.24110566;;;;;;;;6055.0;0.95;1.13;0.16600917836601664
EPIC 212587672 c;1;23.228555;;2.32;;;;;658.0;6004.0;0.98;0.99;0.15879175785801328
EPIC 212587672 c;1;23.226;;;;;;;;6055.0;0.95;1.13;0.1659372383023907
EPIC 212587672 c;1;23.226;;2.3;;;;;;;0.95;;
EPIC 212587672 c;1;23.2259;;2.31;;;;;;;0.98;;
EPIC 212587672 c;1;23.226001;;2.245;89.421;;;;;5928.0;0.95;;
EPIC 212624936 b;1;0.578657;;1.2;90.3;;;;;5765.0;0.93;;
EPIC 212624936 c;1;11.811437;;2.3;90.0;;;;;5765.0;0.93;;
EPIC 212624936 c;1;11.81387;;2.67;;;;;;;0.95;;
EPIC 212737443 b;1;13.603;;;;;;;;4581.0;0.67;0.72;0.09995443295305785
EPIC 212737443 b;1;13.603;0.098;2.586;89.071;0.2;;;536.0;4684.0;0.67;0.69;0.09854643648962932
EPIC 212737443 b;1;13.60697954;;;;;;;;4581.0;0.67;0.72;0.09997392636245231
EPIC 212737443 c;1;65.55;0.28;2.69;89.63;0.2;;;316.0;4684.0;0.67;0.69;0.2811466565364165
EPIC 220492298 b;1;0.762406;;990.0;92.6;;;;;5620.0;0.89;;
EPIC 220554210 c;1;0.70531;;1.6;91.3;;;;;5499.0;1.0;;
EPIC 220554210 c;1;0.705386;;1.73;;;;;;;1.01;;
EPIC 220554210 c;1;0.70531;;1.48;;;;;;;;0.94;0.01519022036863445
EPIC 220674823 b;1;0.571331;0.0134;1.82;;;;;2119.0;5617.0;0.98;0.97;0.013338813480672217
EPIC 220674823 b;1;0.5713127;0.01314;1.676;85.2;0.0;4656.0;6.36;2299.0;5578.0;0.99;0.91;0.013057633614717302
EPIC 220674823 b;1;0.571292;0.01326;1.725;86.4;0.0;4670.0;6.5;2300.0;5532.0;0.99;0.95;0.013245897569522172
EPIC 220674823 b;1;0.571212;;1.6;89.7;;;;;5613.0;0.95;;
EPIC 220674823 b;1;0.571;;1.712;;;;6.37;;5496.0;0.98;0.9;0.013004879650836914
EPIC 220674823 b;1;0.571285;;1.816;;;;;;;1.02;;
EPIC 220674823 b;1;0.571292;0.0116;1.52;86.4;0.0;;6.67;2333.0;5470.0;0.87;0.94;0.01319925669892701
EPIC 220674823 b;1;0.571299;;1.669;79.528;;;;;5590.0;0.91;0.97;0.01333831540860772
EPIC 220674823 b;1;0.571336;;1.8;;;;;;;0.97;;
EPIC 220674823 b;1;0.571336;0.01312;1.82;80.2;;4293.0;7.2;2063.0;5496.0;0.95;0.92;0.013105645949550954
EPIC 220674823 b;1;0.571308;;1.46;80.2;0.0;;;;5590.0;0.83;0.93;0.013152529424700823
EPIC 220674823 c;1;13.3397;0.105;2.5;89.35;0.18;;1.67;774.0;5470.0;0.87;0.94;0.10783045106229368
EPIC 220674823 c;1;13.339079;0.1091;2.73;;;;;741.0;5617.0;0.98;0.97;0.1089622100667289
EPIC 220674823 c;1;13.3397;0.1083;2.836;89.35;0.13;70.0;2.48;805.0;5532.0;0.99;0.95;0.10821148055728208
EPIC 220674823 c;1;13.341245;;2.53;87.2;0.0;;;;5590.0;0.83;0.93;0.10745500569325576
EPIC 220674823 c;1;13.3387;0.1071;2.77;89.0;;64.0;1.6;722.0;5496.0;0.95;0.92;0.10705485673887499
EPIC 220674823 c;1;13.338687;;2.8;;;;;;;0.97;;
EPIC 220674823 c;1;13.33877;;3.79;;;;;;;1.02;;
EPIC 220674823 c;1;13.334615;;2.2;90.2;;;;;5613.0;0.95;;
EPIC 220674823 c;1;13.33989;0.1073;2.84;88.62;0.17;70.0;2.14;804.0;5578.0;0.99;0.91;0.1066719068658529
EPIC 220674823 c;1;13.339746;;2.705;88.63;;;;;5590.0;0.91;0.97;0.10896584236090442
EPIC 228836835 b;1;0.72813;;1.27;;;;;932.0;3506.0;0.42;0.42;0.011861978767534847
EPIC 228836835 b;1;0.728113;;1.1;89.7;;;;;3782.0;0.32;;
EPIC 229004835 b;1;16.140442;;2.06;89.442;;;;;5870.0;0.98;;
EPIC 229004835 b;1;16.13655;;2.02;;;;;739.0;5886.0;1.0;1.07;0.12782127544448088
EPIC 229004835 b;1;16.141132;0.1237;2.332;88.08;0.23;69.7;2.76;804.0;5868.0;1.0;0.97;0.12373180061019493
EPIC 246851721 b;2;6.18026139;;13.704;;;923.63;;1406.0;6513.0;1.74;;
EPIC 246851721 b;2;6.1802679;;;86.21;;;;;6202.0;1.59;1.32;0.07229877519706013
EPIC 246851721 b;2;6.180235;0.07229;11.781;86.21;;642.0;270.0;1401.0;6202.0;1.59;1.32;0.07229851861359665
EPIC 248847494 b;1;3650.0;4.5;12.442;89.87;0.0;0.19;;183.0;4898.0;2.7;0.9;4.47930713190311
EPIC 249893012 b;1;3.5951;0.047;1.95;86.14;0.06;1037.0;3.55;1616.0;5430.0;1.71;1.05;0.046680823831274525
EPIC 249893012 c;1;15.624;0.13;3.67;87.94;0.07;160.0;3.66;990.0;5430.0;1.71;1.05;0.12431571021091666
EPIC 249893012 d;1;35.747;0.22;3.94;89.47;0.15;53.0;1.97;752.0;5430.0;1.71;1.05;0.21585275468896897
FU Tau b;1;;800.0;;;;;;2375.0;2838.0;;0.05;
FU Tau b;1;;726.0;;;;;;2559.0;;;;
G 196-3 b;1;;350.0;;;;;;1670.0;;;;
G 264-012 b;1;2.30538;0.02279;;;;20.5;2.72;587.0;3326.0;0.3;0.3;0.02286319188250554
G 264-012 c;1;8.0518;0.0525;;;;3.87;2.69;387.0;3326.0;0.3;0.3;0.05263046006002825
G 9-40 b;1;5.7459982;0.0418;1.9;89.03;0.0;6.27;3.22;441.0;3395.0;0.3;0.3;0.04202930135360993
G 9-40 b;1;5.7459996;;;88.57;;;;;3348.0;0.31;0.29;0.04155702878606191
G 9-40 b;1;5.7459945;;2.061;;;4.0;;393.0;3413.0;0.32;;
G 9-40 b;1;5.746007;0.0385;2.025;88.57;0.0;7.2;;456.0;3348.0;0.31;0.29;0.04155706446560344
G 9-40 b;1;5.745912;;;;;;;;3390.0;0.31;;
GJ 1002 b;1;10.3465;0.0457;;;;0.67;1.31;231.0;3024.0;0.14;0.12;0.045834322789449995
GJ 1002 c;1;21.202;0.0738;;;;0.26;1.3;182.0;3024.0;0.14;0.12;0.07394572380981154
GJ 1061 b;1;3.204;0.021;;;0.31;3.8;2.43;;2953.0;0.16;0.12;0.020979260831570864
GJ 1061 c;1;6.689;0.035;;;0.29;1.4;2.48;;2953.0;0.16;0.12;0.03426909547916589
GJ 1061 d;1;13.031;0.054;;;0.53;0.6;1.86;;2953.0;0.16;0.12;0.053454016177021856
GJ 1132 b;1;1.6289322;;1.215;;;20.96;;546.0;3202.0;0.23;;
GJ 1132 b;1;1.628931;0.0153;1.13;;0.22;;2.85;529.0;3270.0;0.21;0.18;0.01529774401960277
GJ 1132 b;1;1.6289304;;;88.6;;;;;3270.0;0.21;0.18;0.015297740263091301
GJ 1132 b;1;;;;;;;2.69;;;;;
GJ 1132 b;1;1.62893;;1.16;;0.0;;2.76;409.0;3270.0;0.21;0.18;0.015297737758750065
GJ 1132 b;1;1.6289287;0.01533;1.43;86.58;;;;644.0;;0.26;0.18;0.015297729619639634
GJ 1132 b;1;1.62892911;0.0157;1.192;88.16;0.0118;19.3;2.98;584.0;3229.0;0.22;0.19;0.015575933542548524
GJ 1132 c;1;8.929;0.0476;;;0.27;;2.57;300.0;3270.0;0.21;0.18;0.04755842671249556
GJ 1148 b;1;41.375;0.1686;;;0.366;;41.3;;3357.57;0.37;0.37;0.16807147369254719
GJ 1148 b;1;41.38;0.166;;;0.38;;38.37;;3287.0;0.36;0.34;0.16341354776489267
GJ 1148 b;1;41.397;0.163506;;;0.314;;;;3287.0;0.36;0.34;0.16345830111001897
GJ 1148 c;1;535.9;0.9302;;;0.27;;13.1;;3357.57;0.37;0.37;0.9269532716138124
GJ 1148 c;1;532.58;0.912;;;0.342;;11.34;;3287.0;0.36;0.34;0.8974652399897763
GJ 1151 c;1;389.7;0.5714;;;;;3.1;;3280.0;0.18;0.16;0.566841571801971
